SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
FC=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4COC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,EDJ-MED-e69ed63d-6,CVD-0019358,EDJ-MED-e69ed63d-6,Z5335933804,100.0,40,20,1326826-Y40-29,03_A,Racemic or presumed racemic or meso,,H3461350,39.7
CCCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-5,CVD-0019137,RAL-THA-a9c31980-5,Z5261485088,98.88,40,20,1326826-Y40-29,03_B,Racemic or presumed racemic or meso,,H3461345,152.4
ClC=1C=CC=2C(=O)N(CC(=O)NC3COC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,EDJ-MED-43f8f7d6-6,CVD-0019144,EDJ-MED-43f8f7d6-6,Z5261485094,100.0,40,20,1326826-Y40-29,03_C,Racemic or presumed racemic or meso,,H3461344,52.6
ClC=1C=CC=2C(=O)N(CC(=O)NCC3CCC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,RAL-THA-a9c31980-9,CVD-0019141,RAL-THA-a9c31980-9,Z5261485091,100.0,40,20,1326826-Y40-29,03_D,Racemic or presumed racemic or meso,,H3461354,76.5
ClC=1C=CC=2CCN(C(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CC5,EDJ-MED-2791eece-10,CVD-0019202,EDJ-MED-2791eece-10,Z5278655713,100.0,40,20,1326826-Y40-29,03_E,Racemic or presumed racemic or meso,,H3447954,31.9
CN(C)S(=O)(=O)N1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-2791eece-11,CVD-0019203,EDJ-MED-2791eece-11,Z5278655718,95.21,40,20,1326826-Y40-29,03_F,Racemic or presumed racemic or meso,,H3454248,10.6
CCCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-e69ed63d-13,CVD-0019364,EDJ-MED-e69ed63d-13,Z5335933836,100.0,40,20,1326826-Y40-29,03_G,Racemic or presumed racemic or meso,,H3463447,114.9
FC=1C=CC=2C(NC(=O)C3(CC4C3)C=5C=C(Cl)C=CC5O4)=CN=CC2C1,EDJ-MED-c3ea9889-6,CVD-0019349,EDJ-MED-c3ea9889-6,Z5335933725,100.0,40,20,1326826-Y40-29,03_H,Diastereomeric mixture,,H3463318,95.4
COCC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-39,CVD-0019185,MAT-POS-90fd5f68-39,Z5261485127,100.0,40,20,1326826-Y40-29,03_I,Achiral,,H3467623,43.1
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N,EDJ-MED-8bb691af-6,CVD-0018779,EDJ-MED-8bb691af-6,Z5207980919,100.0,40,20,1326826-Y40-29,03_J,Racemic or presumed racemic or meso,,H3468925,29.1
CC(C)NC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-3,CVD-0019135,RAL-THA-a9c31980-3,Z5261485085,100.0,40,20,1326826-Y40-29,03_K,Racemic or presumed racemic or meso,,H3468362,107.7
FC=1C=CC=2C(NC(=O)C3CN(CC(=O)NCC(F)(F)F)C(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,EDJ-MED-e69ed63d-17,CVD-0019368,EDJ-MED-e69ed63d-17,Z5335933853,100.0,40,20,1326826-Y40-29,03_L,Racemic or presumed racemic or meso,,H3468360,94.3
FC(F)(F)CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-8,CVD-0019140,RAL-THA-a9c31980-8,Z5261485090,100.0,40,20,1326826-Y40-29,03_M,Racemic or presumed racemic or meso,,H3469298,70.9
ClC=1C=CC=2OC3CC(C3)(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,MAT-POS-e119ab4f-4,CVD-0019235,MAT-POS-e119ab4f-4,Z5278655726,98.27,40,20,1326826-Y40-29,03_N,Diastereomeric mixture,,H3440772,70.2
CC(C)(C)NC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-4,CVD-0019136,RAL-THA-a9c31980-4,Z5261485087,100.0,40,20,1326826-Y40-29,03_O,Racemic or presumed racemic or meso,,H3471323,0.8
CNS(=O)(=O)N1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-b774e9fe-3,CVD-0019147,EDJ-MED-b774e9fe-3,Z5261485097,90.63,40,20,1326826-Y40-29,03_P,Racemic or presumed racemic or meso,,H3464831,12.1
CC(=O)NC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-4,CVD-0019151,MAT-POS-90fd5f68-4,Z5261485108,100.0,40,20,1326826-Y40-29,04_A,Achiral,,H3470043,19.4
CC=1C=C(F)C=C2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,MAT-POS-29385cc1-4,CVD-0018476,MAT-POS-29385cc1-4,Z5169210039,93.43,40,20,1326826-Y40-29,04_B,Achiral,,H3463322,1.3
