SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
COC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-11,CVD-0015035,RAL-THA-2d450e86-11,Z1530713684,100.0,40,20,1181202-Y40-35,03_A,Achiral,,H2865965,UNK
ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(C1)C4=NN=NN4,MAT-POS-281d2ee9-3,CVD-0014819,MAT-POS-281d2ee9-3,Z4872701244,99.46,40,20,1181202-Y40-35,03_B,Achiral,,H2871778,UNK
CNC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-fce787c2-5,CVD-0015220,MAT-POS-fce787c2-5,Z4897373829,100.0,40,20,1181202-Y40-35,03_C,Racemic or presumed racemic or meso,,H2871761,UNK
FC=1C=C2OCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,RAL-THA-05e671eb-10,CVD-0015066,ALP-POS-d91e0300-1,Z4897373676,100.0,40,20,1181202-Y40-35,03_D,Racemic or presumed racemic or meso,,H2873913,UNK
CC(=O)NC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-1f3f1a6f-3,CVD-0015281,MAT-POS-1f3f1a6f-3,Z4898404688,90.94,40,20,1181202-Y40-35,03_E,Racemic or presumed racemic or meso,,H2878469,UNK
CC(=O)C(=O)N1CCN(CC=2C=CC=C(Cl)C2)CC1,JOH-UNI-23d9e1b1-1,CVD-0015097,JOH-UNI-23d9e1b1-1,Z4911768742,,40,20,1181202-Y40-35,03_F,Achiral,,T4065199,UNK
FC(F)(F)C=1C=CC=C(CC2=NC=3C=NC=CC3C(=O)N2)C1,JOH-UNI-61f30276-2,CVD-0014828,JOH-UNI-61f30276-2,Z1497331470,,40,20,1181202-Y40-35,03_G,Achiral,,T4065197,UNK
OC(=O)C=1C=CN=CC1NC(=O)CC=2C=CC=C(C2)C(F)(F)F,JOH-UNI-abfda500-7,CVD-0015096,JOH-UNI-abfda500-7,Z1227699908,,40,20,1181202-Y40-35,03_H,Achiral,,T8728563,UNK
COC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-de59a476-2,CVD-0015259,MAT-POS-de59a476-2,Z4898404663,95.3,40,20,1181202-Y40-35,03_I,Racemic or presumed racemic or meso,,H2871372,UNK
ClC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,MAT-POS-fce787c2-2,CVD-0015217,MAT-POS-fce787c2-2,Z4897373826,100.0,40,20,1181202-Y40-35,03_J,Achiral,,H2865148,UNK
FS(F)(F)(F)(F)C=1C=CC=C(CC2=NC=3C=NC=CC3C(=O)N2)C1,JOH-UNI-61f30276-3,CVD-0014829,JOH-UNI-61f30276-3,Z4911761842,,40,20,1181202-Y40-35,03_K,Achiral,,T8728599,UNK
