SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4C=CN=CC34)C2=CC1Cl,ALP-UNI-8d415491-4,CVD-0016485,ALP-UNI-8d415491-4,Z4949474114,100.0,40,20,1326826-Y40-01,03_A,Racemic or presumed racemic or meso,,H3018034
ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4C=NC=CC34)C2=CC1Cl,ALP-UNI-8d415491-3,CVD-0016484,ALP-UNI-8d415491-3,Z4949474113,100.0,40,20,1326826-Y40-01,03_B,Racemic or presumed racemic or meso,,H3018048
NC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-dd3ad2b5-3,CVD-0016467,MAT-POS-dd3ad2b5-3,Z4943083706,97.49,40,20,1326826-Y40-01,03_C,Racemic or presumed racemic or meso,,H3006814
NC(=O)C1CC=2NC=NC2CN1C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,EDG-MED-ba1ac7b9-22,CVD-0015609,EDG-MED-ba1ac7b9-22,Z4914836784,98.0,40,20,1326826-Y40-01,03_D,Diastereomeric mixture,,H3007776
ClC=1C=CC=2OCCC3(OC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,MAT-POS-90505e2b-1,CVD-0016461,MAT-POS-90505e2b-1,Z4943083695,98.25,40,20,1326826-Y40-01,03_E,Racemic or presumed racemic or meso,,H3013174
COC=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,JIN-POS-6dc588a4-3,CVD-0016555,JIN-POS-6dc588a4-3,Z1079752314,95.71,40,20,1326826-Y40-01,03_F,Achiral,,H3014127
CC1CN(CCC1NC(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)S(=O)(=O)C,ALP-POS-5bb456a5-1,CVD-0015384,ALP-POS-5bb456a5-1,Z4909940782,100.0,40,20,1326826-Y40-01,03_G,Diastereomeric mixture,,H3007783
CC(=O)NC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC=C(Cl)C3,EDJ-MED-cf4b0d25-4,CVD-0016480,EDJ-MED-cf4b0d25-4,Z4919009683,100.0,40,20,1326826-Y40-01,03_H,Racemic or presumed racemic or meso,,H3011869
COC=1C=CC=2C=NC=C(NC(=O)C3(CCOC=4C=CC(Cl)=CC43)OC)C2C1,MAT-POS-96f51285-1,CVD-0016870,rac- EDJ-MED-611d11e7-7,Z4943083740,100.0,40,20,1326826-Y40-01,03_I,Racemic or presumed racemic or meso,,H3005125
COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(=CC34)S(=O)(=O)C,MAT-POS-96f51285-2,CVD-0016871,rac-EDJ-MED-611d11e7-1,Z4943083746,100.0,40,20,1326826-Y40-01,03_J,Racemic or presumed racemic or meso,,H3005128
COC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=C(F)C(Cl)=CC34)C2C1,MAT-POS-96f51285-3,CVD-0016872,rac-EDJ-MED-611d11e7-9,Z4943083738,97.61,40,20,1326826-Y40-01,03_K,Racemic or presumed racemic or meso,,H3005127
CS(=O)(=O)C=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=C(F)C(Cl)=CC34)C2C1,MAT-POS-96f51285-4,CVD-0016873,rac-EDJ-MED-611d11e7-3,Z4943083743,97.87,40,20,1326826-Y40-01,03_L,Racemic or presumed racemic or meso,,H3005121
