SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-015fb6b4-2,CVD-0017449,Z5141328966,Z5141328966,99.38,40,20,1326826-Y40-18,03_A,Racemic or presumed racemic or meso,,H3282094,18.6
CS(=O)(=O)NC=1C=CC=2C=NC=C(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)C2C1,EDJ-MED-d9f3798e-1,CVD-0018215,EDJ-MED-d9f3798e-1,Z5115885784,98.86,40,20,1326826-Y40-18,03_B,Racemic or presumed racemic or meso,,H3264608,13.1
CN(C)C(=O)C1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,MAT-POS-ee5e8e94-2,CVD-0018291,Z5141328964,Z5141328964,100.0,40,20,1326826-Y40-18,03_C,Racemic or presumed racemic or meso,,H3275445,41.7
FC=1C=CC=2C(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,ALP-POS-6f6ae286-1,CVD-0018299,ALP-POS-6f6ae286-1,Z5125346349,100.0,40,20,1326826-Y40-18,03_D,Racemic or presumed racemic or meso,,H3276011,31.6
ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NN4CCCCC34)C2C1,EDJ-MED-dd2a8363-3,CVD-0018252,EDJ-MED-dd2a8363-3,Z5115885802,100.0,40,20,1326826-Y40-18,03_E,Racemic or presumed racemic or meso,,H3274254,46.1
ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NN4C=CC=CC34)C2C1,EDJ-MED-dd2a8363-1,CVD-0018250,EDJ-MED-dd2a8363-1,Z5115885796,100.0,40,20,1326826-Y40-18,03_F,Racemic or presumed racemic or meso,,H3274256,23.2
COC1=CC=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N12,EDJ-MED-6e43a462-3,CVD-0017978,EDJ-MED-6e43a462-3,Z5115885791,100.0,40,20,1326826-Y40-18,03_G,Achiral,,H3278560,31.0
CC1=CC=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N12,EDJ-MED-b24713dc-2,CVD-0018256,EDJ-MED-b24713dc-2,Z5115885792,100.0,40,20,1326826-Y40-18,03_H,Achiral,,H3271542,13.3
CCC1(CNC(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,RAL-THA-176e263b-1,CVD-0017971,RAL-THA-176e263b-1,Z5115885789,96.09,40,20,1326826-Y40-18,03_I,Racemic or presumed racemic or meso,,H3268509,4.0
CNC1CCC=2C1=CN=CC2NC(=O)C3CCOC=4C=CC(Cl)=CC34,MAT-POS-a2421bb6-2,CVD-0017958,MAT-POS-a2421bb6-2,Z5060771461,100.0,40,20,1326826-Y40-18,03_J,Diastereomeric mixture,,H3273669,0.0
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C2(C)C,MAT-POS-7ed7af85-1,CVD-0018409,Z4994097664,Z4994097664,,40,20,1326826-Y40-18,03_K,Single known enantiomer,,T4090180,7.2
