SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
CC1(CN(CC=2C=CC(Cl)=CC21)S(=O)(=O)CC3(CC3)C#N)C(=O)NC=4C=NC=C5C=CC=CC45,ALP-POS-c56c1477-4,CVD-0018428,ALP-POS-c56c1477-4,Z5169210053,100.0,40,20,1326826-Y40-34,03_A,Racemic or presumed racemic or meso,,H3571238,22.6
CC(C)CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC(=CC23)C(C)(C)O)C=4C=C(Cl)C=CC4C1,MAT-POS-c88128cb-1,CVD-0019403,MAT-POS-c88128cb-1,Z5367986307,100.0,40,20,1326826-Y40-34,03_B,Racemic or presumed racemic or meso,,H3569740,36.3
CNC(=O)C=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(C)CS(=O)(=O)C5)C2C1,MAT-POS-78ab8081-3,CVD-0019474,MAT-POS-78ab8081-3,Z5372150751,100.0,40,20,1326826-Y40-34,03_C,Racemic or presumed racemic or meso,,H3569738,38.4
CC1(CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=C(Cl)C34)C=5C=C(Cl)C=CC5C2)CS(=O)(=O)C1,EDJ-MED-ede277f6-11,CVD-0019336,EDJ-MED-ede277f6-11,Z5367986374,91.41,40,20,1326826-Y40-34,03_D,Racemic or presumed racemic or meso,,H3566077,20.8
CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(NS(=O)(=O)C)C=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-b4d6b7fc-1,CVD-0019477,MAT-POS-b4d6b7fc-1,Z5372150757,98.12,40,20,1326826-Y40-34,03_E,Racemic or presumed racemic or meso,,H3562149,0.5
CN(C)CCOC=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(C)CS(=O)(=O)C5)C2C1,MAT-POS-83f73d0a-2,CVD-0019400,MAT-POS-83f73d0a-2,Z5372150749,100.0,40,20,1326826-Y40-34,03_F,Racemic or presumed racemic or meso,,H3566079,11.6
COCCN1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-2791eece-3,CVD-0019197,EDJ-MED-2791eece-3,Z5278655702,98.27,40,20,1326826-Y40-34,03_G,Racemic or presumed racemic or meso,,H3563365,29.1
CC(C)(O)C=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(C)CS(=O)(=O)C5)C2C1,MAT-POS-83f73d0a-1,CVD-0019399,MAT-POS-83f73d0a-1,Z5367986318,96.59,40,20,1326826-Y40-34,03_H,Racemic or presumed racemic or meso,,H3569743,0.4
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=C(NS(=O)(=O)C5CC5)C=CC34)C2C1)S(=O)(=O)CC6(CC6)C#N,MAT-POS-22373164-4,CVD-0019472,MAT-POS-22373164-4,Z5395340420,100.0,40,20,1326826-Y40-34,03_I,Racemic or presumed racemic or meso,,H3582673,21.8
ClC=1C=CC(CNS(=O)(=O)CC2(CC2)C#N)=C(CC(=O)NC=3C=NC=C4C=CC=CC34)C1,ALP-POS-6479a3a9-1,CVD-0018052,ALP-POS-d7944b10-3,Z5368429813,93.97,40,20,1326826-Y40-34,03_J,Achiral,,H3580970,0.0
