SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
"ClC=1C=CC=2OC[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1 |o1:7,r|",EDJ-MED-12c115cc-1,CVD-0014914,EDJ-MED-12c115cc-1,Z4878369117,100.0,,,1178796-01,01_A,Single known enantiomer,,IIMU
Cl.NCCC1=NN=NN1,,,EN300-69983,Z2335631550,90.0,,,1178796-01,01_B,Achiral,not found,*R679467*
Cl.Cl.NCCC1=CNC=N1,,,EN300-75558,Z1267773750,95.0,,,1178796-01,01_C,Achiral,not found,*R1637191*
FC=1C=CC=C(C1)C2CCNCC2,,,EN300-146316,Z320116670,95.0,,,1178796-01,01_D,Achiral,not found,*R1011968*
CC(C)C[C@H]1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)C(=O)C,JOH-UNI-0e1753c1-4,CVD-0016252,JOH-UNI-0e1753c1-4,Z4931382414,,40.0,20.0,1178796-Y40-45,03_A,Single known enantiomer,,T4065201
COC(OC)C(=O)N1CCN(CC=2C=CC=C(Cl)C2)CC1,JOH-UNI-0e1753c1-1,CVD-0016250,JOH-UNI-0e1753c1-1,Z2795978293,,40.0,20.0,1178796-Y40-45,03_B,Achiral,,T4065200
ClCC(=O)N1CCN(CC=2C=CC=C(Cl)C2)CC1,MED-COV-4280ac29-15,CVD-0002720,Z147647726,Z1562119726,,40.0,20.0,1178796-Y40-45,03_C,Achiral,,T4065203
CC(C)C[C@H]1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)CCl,JOH-UNI-0e1753c1-5,CVD-0016253,JOH-UNI-0e1753c1-5,Z4931382422,,40.0,20.0,1178796-Y40-45,03_D,Single known enantiomer,,T4065202
ClC=1C=CC=C(CN2CCN(CC2)C(=O)C=O)C1,JOH-UNI-0e1753c1-2,CVD-0016251,JOH-UNI-0e1753c1-2,Z4931382495,,40.0,20.0,1178796-Y40-45,03_E,Achiral,,T4065204
CC1CN2N=CC=C2CN1C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,EDG-MED-ba1ac7b9-18,CVD-0015605,EDG-MED-ba1ac7b9-18,Z4914836776,97.81,40.0,20.0,1178796-Y40-45,03_F,Diastereomeric mixture,,H2963265
FC(F)CC1COCCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,EDG-MED-ba1ac7b9-20,CVD-0015607,EDG-MED-ba1ac7b9-20,Z4914836780,95.98,40.0,20.0,1178796-Y40-45,03_G,Diastereomeric mixture,,H2963271
CC(NC(=O)COC=1C=CC(=CC1)C(=O)N)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC(Cl)=C(Cl)C4,MAT-POS-e9e99895-9,CVD-0015274,MAT-POS-e9e99895-9,Z4898404682,95.21,40.0,20.0,1178796-Y40-45,03_H,Racemic or presumed racemic or meso,,H2967892
CC(NC(=O)CC=1C=CC(=CC1)N2C=NN=N2)(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC(Cl)=C(Cl)C5,MAT-POS-e9e99895-7,CVD-0015272,MAT-POS-e9e99895-7,Z4898404680,98.02,40.0,20.0,1178796-Y40-45,03_I,Racemic or presumed racemic or meso,,H2967883
COC1(CCOC=2C=C(F)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,ALP-POS-fe871b40-11,CVD-0015853,ALP-POS-fe871b40-11,Z4917828873,98.35,40.0,20.0,1178796-Y40-45,03_J,Racemic or presumed racemic or meso,,H2950009
ClC=1C=CC=2SCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-78e1d523-1,CVD-0016254,MAT-POS-78e1d523-1,Z4919285335,100.0,40.0,20.0,1178796-Y40-45,03_K,Racemic or presumed racemic or meso,,T8730505
FC(F)(F)CN1CCOCC1C(=O)NCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,MAT-POS-932d1078-1,CVD-0016503,rac-EDJ-MED-4c7486ba-7,Z4915990736,100.0,40.0,20.0,1178796-Y40-45,03_L,Diastereomeric mixture,,H2898642
CC(NC(=O)CN1CCN(C2CC2)C1=O)(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC(Cl)=C(Cl)C5,MAT-POS-e9e99895-6,CVD-0015271,MAT-POS-e9e99895-6,Z4898404679,100.0,40.0,20.0,1178796-Y40-45,03_M,Racemic or presumed racemic or meso,,H2967855
COCC(=O)NC(C)(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-e9e99895-11,CVD-0015276,MAT-POS-e9e99895-11,Z4898404684,97.12,40.0,20.0,1178796-Y40-45,03_N,Racemic or presumed racemic or meso,,H2967897
CN1N=C(C=C1C#N)C(=O)NC(C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC(Cl)=C(Cl)C4,MAT-POS-e9e99895-4,CVD-0015269,MAT-POS-e9e99895-4,Z4898404675,100.0,40.0,20.0,1178796-Y40-45,03_O,Racemic or presumed racemic or meso,,H2967872
CC=1N=C2CCC(CN2N1)C(=O)NC(C)(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC(Cl)=C(Cl)C5,MAT-POS-e9e99895-8,CVD-0015273,MAT-POS-e9e99895-8,Z4898404681,90.52,40.0,20.0,1178796-Y40-45,03_P,Diastereomeric mixture,,H2967889
CC(NC(=O)C=1C=C2OCCN2N1)(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC(Cl)=C(Cl)C5,MAT-POS-e9e99895-5,CVD-0015270,MAT-POS-e9e99895-5,Z4898404676,95.95,40.0,20.0,1178796-Y40-45,04_A,Racemic or presumed racemic or meso,,H2967881
"CO[C@@]1(CCOC=2C(F)=CC(F)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|",MAT-POS-932d1078-2,CVD-0016504,rel-ALP-POS-fe871b40-11-1,Z4930326912,100.0,40.0,20.0,1178796-Y40-45,04_B,Single known enantiomer,,H2974088
"CO[C@]1(CCOC=2C(F)=CC(F)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|",MAT-POS-932d1078-3,CVD-0016505,rel-ALP-POS-fe871b40-11-2,Z4930326913,100.0,40.0,20.0,1178796-Y40-45,04_C,Single known enantiomer,,H2974089
"COC[C@@]1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:3,r|",MAT-POS-932d1078-4,CVD-0016506,rel-EDJ-MED-37aac4bd-2-1,Z4930326915,100.0,40.0,20.0,1178796-Y40-45,04_D,Single known enantiomer,,H2975319
"COC[C@]1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:3,r|",MAT-POS-932d1078-5,CVD-0016507,rel-EDJ-MED-37aac4bd-2-2,Z4930326914,100.0,40.0,20.0,1178796-Y40-45,04_E,Single known enantiomer,,H2975318
CC(NC(=O)CN)(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-e9e99895-10,CVD-0015275,MAT-POS-e9e99895-10,Z4898404683,98.85,40.0,20.0,1178796-Y40-45,04_F,Racemic or presumed racemic or meso,,H2971898
CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C2=CC=C3C(N)=NC=NN23)OC=4C=CC=CC4,MAT-POS-932d1078-6,CVD-0016508,Z3214348172,Z3214348172,,40.0,20.0,1178796-Y40-45,04_G,Diastereomeric mixture,,*R2516105*
CC(C)C(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C/C(=N/O)/NC2=O,MAT-POS-932d1078-7,CVD-0016509,Z4473821789,Z4473821789,,40.0,20.0,1178796-Y40-45,04_H,Single known enantiomer,,*R2516106*
CC(C)N1CCOC(C1)C(=O)NC(C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC(Cl)=C(Cl)C4,MAT-POS-e9e99895-2,CVD-0015267,MAT-POS-e9e99895-2,Z4898404670,90.62,40.0,20.0,1178796-Y40-45,04_I,Diastereomeric mixture,,H2967861
CC1CN(C)CCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,EDG-MED-ba1ac7b9-15,CVD-0015602,EDG-MED-ba1ac7b9-15,Z4914836769,95.33,40.0,20.0,1178796-Y40-45,04_J,Diastereomeric mixture,,H2963277
ClC=1C=CC=2OCCC(CC(=O)N3CCCCC3C=4C=NNC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,EDG-MED-ba1ac7b9-11,CVD-0015598,EDG-MED-ba1ac7b9-11,Z4914836757,93.53,40.0,20.0,1178796-Y40-45,04_K,Diastereomeric mixture,,H2963273
CCOC(=O)C1OC1C(=O)N(CCC(=O)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCC#C)C(C)(C)C,STE-KUL-d79e3d6a-1,CVD-0016333,Z4935838982,Z4935838982,,49.0,20.0,1178796-LEUVEN-01,03_A,Diastereomeric mixture,,T4065205
COC(=O)/C=C/C(=O)N(CCC(=O)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCC#C)C(C)(C)C,STE-KUL-d79e3d6a-2,CVD-0016334,Z4935847049,Z4935847049,,57.0,20.0,1178796-LEUVEN-01,03_B,Single known enantiomer,,T4065206
CC(C)C[C@@H](NC(=O)[C@@H](NC(=O)CCCC#C)C(C)(C)C)C(=O)NN(CCC(=O)N)C(=O)CCl,STE-KUL-d79e3d6a-3,CVD-0016335,Z4935853475,Z4935853475,,54.0,20.0,1178796-LEUVEN-01,03_C,Single known enantiomer,,T4065207
