SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
COC=1C=CC(=CC1)C=2C=CSC2S(=O)(=O)N3CCN(CC3)C(=O)CCl,PEI-IMP-668afc53-2,CVD-0018520,PEI-IMP-668afc53-2,Z5185034917,,40,20,1178796-Y40-68,03_A,Achiral,,T4090200
CCOC(=O)/C=C/N1CCN(CC1)S(=O)(=O)C=2C=CC=CC2,PEI-IMP-3d837503-1,CVD-0018521,PEI-IMP-3d837503-1,Z5185035079,,40,20,1178796-Y40-68,03_B,Achiral,,T4090203
C=CC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC=CC2,PEI-IMP-3d837503-2,CVD-0018522,PEI-IMP-3d837503-2,Z445123384,,40,20,1178796-Y40-68,03_C,Achiral,,T4090201
COC=1C=CC(=CC1)C=2C=CC=CC2S(=O)(=O)N3CCN(CC3)C(=O)CCl,PEI-IMP-668afc53-1,CVD-0018519,PEI-IMP-668afc53-1,Z5185034784,,40,20,1178796-Y40-68,03_D,Achiral,,T4090199
C=CS(=O)(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC=CC2,PEI-IMP-3d837503-3,CVD-0018523,PEI-IMP-3d837503-3,Z3590606400,,40,20,1178796-Y40-68,03_E,Achiral,,T4090202
"ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CC5)C#N |o1:8,r|",MAT-POS-e194df51-2,,re-MAT-POS-dc2604c4-1-1,Z5129808244,100.0,40,20,1178796-Y40-68,03_F,Single unknown enantiomer,,H3294976
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CC5,EDJ-MED-76744c27-3,CVD-0018389,EDJ-MED-76744c27-3,Z5169209958,100.0,40,20,1178796-Y40-68,03_G,Racemic or presumed racemic or meso,,H3294077
CC=1C=CN2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=C2C1,EDJ-MED-b24713dc-1,CVD-0018255,EDJ-MED-b24713dc-1,Z5115885793,95.83,40,20,1178796-Y40-68,03_H,Achiral,,H3282145
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)NC5CCC5,MAT-POS-5cd9ea36-3,CVD-0018483,MAT-POS-5cd9ea36-3,Z5169210063,100.0,40,20,1178796-Y40-68,03_I,Racemic or presumed racemic or meso,,H3290855
ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CC#N)CC5,MAT-POS-5cd9ea36-8,CVD-0018488,MAT-POS-5cd9ea36-8,Z5169210096,97.53,40,20,1178796-Y40-68,03_J,Racemic or presumed racemic or meso,,H3290857
