SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
ClC=1C=C(OCC=2C=CC=CN2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,MAT-POS-5369c344-5,CVD-0016593,MAT-POS-5369c344-5,Z4949565735,96.43,40,20,1178796-Y40-50,03_A,Racemic or presumed racemic or meso,,H3035405
ClC=1C=C(OCC=2C=CC=NC2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,MAT-POS-5369c344-6,CVD-0016594,MAT-POS-5369c344-6,Z4949565736,94.81,40,20,1178796-Y40-50,03_B,Racemic or presumed racemic or meso,,H3035401
ClC=1C=C(OCC2CC2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,DAR-DIA-0587064e-15,CVD-0016377,DAR-DIA-0587064e-15,Z4949565731,100.0,40,20,1178796-Y40-50,03_C,Racemic or presumed racemic or meso,,H3035398
CCCOC=1C=C(Cl)C=C2C(CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34,DAR-DIA-0587064e-12,CVD-0016374,DAR-DIA-0587064e-12,Z4949565734,100.0,40,20,1178796-Y40-50,03_D,Racemic or presumed racemic or meso,,H3035402
ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(NCC=4C=CC(Br)=CC4)C1,LON-WEI-9739a092-7,CVD-0015962,LON-WEI-9739a092-7,Z4925948222,100.0,40,20,1178796-Y40-50,03_E,Achiral,,H3021838
FC(F)(F)CCOC=1C=C(Cl)C=C2C(CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34,DAR-DIA-0587064e-10,CVD-0016372,DAR-DIA-0587064e-10,Z4949565732,100.0,40,20,1178796-Y40-50,03_F,Racemic or presumed racemic or meso,,H3035395
CC=1C=CC=C2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC12,RUB-POS-1325a9ea-5,CVD-0016576,RUB-POS-1325a9ea-5,Z4951847516,95.5,40,20,1178796-Y40-50,03_G,Achiral,,H3024035
COC=1N=CC(NC(=O)CC=2C=CC=C(Cl)C2)=C3C=CC=CC13,JIN-POS-6dc588a4-23,CVD-0016573,JIN-POS-6dc588a4-23,Z4951847511,97.46,40,20,1178796-Y40-50,03_H,Achiral,,H3034419
FC(F)(F)C=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,SAM-UNK-2684b532-12,CVD-0006424,SAM-UNK-2684b532-12,Z4951847500,100.0,40,20,1178796-Y40-50,03_I,Achiral,,H3041377
ClC=1C=C2NC(=O)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,ALP-POS-fe871b40-16,CVD-0015858,ALP-POS-fe871b40-16,Z4917828871,91.0,40,20,1178796-Y40-50,03_J,Racemic or presumed racemic or meso,,H3042997
ClC=1C=CC=C(CC(=O)NC=2N=CN=C3C=CC=CC23)C1,JIN-POS-6dc588a4-7,CVD-0016558,JIN-POS-6dc588a4-7,Z1264676905,100.0,40,20,1178796-Y40-50,03_K,Achiral,,H3046492
ClC=1C=CC=C(C1)C(NC(=O)COCC(=O)N2CCCC2)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-cf4b0d25-1,CVD-0016477,EDJ-MED-cf4b0d25-1,Z4949474112,100.0,40,20,1178796-Y40-50,03_L,Racemic or presumed racemic or meso,,H3045359
OC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,EDJ-MED-ba7e64f2-1,CVD-0016648,BEN-DND-c852c98b-4,Z4765682191,97.47,40,20,1178796-Y40-50,03_M,Racemic or presumed racemic or meso,imperfect stereochemical match for EDJ-MED-ba7e64f2-1,H3030893
CC1CN(CCN1CCO)C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,EDG-MED-ba1ac7b9-25,CVD-0015612,EDG-MED-ba1ac7b9-25,Z4914836789,95.99,40,20,1178796-Y40-50,03_N,Diastereomeric mixture,,H3021841
CN(C)C(=O)COCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-fc9ede84-1,CVD-0017074,Z4935964676,Z4935964676,84.69,40,20,1178796-Y40-50,03_O,Racemic or presumed racemic or meso,,H3028741
ClC=1C=CC=2NCCC3(CCCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,ALP-POS-e0fe77e5-13,CVD-0015323,ALP-POS-e0fe77e5-13,Z4909940772,95.03,40,20,1178796-Y40-50,03_P,Racemic or presumed racemic or meso,,H3047999
CC1CN(CCO)CCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,EDG-MED-ba1ac7b9-27,CVD-0015614,EDG-MED-ba1ac7b9-27,Z4914836793,100.0,40,20,1178796-Y40-50,04_A,Diastereomeric mixture,,H3021845
NS(=O)(=O)C=1C=CC(CNC(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1,ALP-UNI-8e43a71e-16,CVD-0015775,ALP-UNI-3496895b-16,Z4914835022,100.0,40,20,1178796-Y40-50,04_B,Racemic or presumed racemic or meso,,H3021848
CN(CCO)C1CCN(CC1)C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,EDG-MED-ba1ac7b9-28,CVD-0015615,EDG-MED-ba1ac7b9-28,Z4914836796,94.35,40,20,1178796-Y40-50,04_C,Racemic or presumed racemic or meso,,H3021844
