SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
FC(F)C=1C=CC=2C=NC=C(N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1,EDJ-MED-5cd3920d-2,CVD-0020029,EDJ-MED-5cd3920d-2,Z5631110304,97.67,40,20,1178796-Y40-94,03_A,Racemic or presumed racemic or meso,,H3799275,34.6
CNC(=O)C1(CC1)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC(OCCN(C)C)=CC56)C2,LUO-POS-e1dab717-7,CVD-0020155,LUO-POS-e1dab717-7,Z5715580859,95.15,40,20,1178796-Y40-94,03_B,Racemic or presumed racemic or meso,,H3798728,10.2
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC(OCCN6CCOCC6)=CC45)C2C1)S(=O)(=O)CC7(CC7)C#N,EDJ-MED-468565e0-2,CVD-0020054,EDJ-MED-468565e0-2,Z5631110213,100.0,40,20,1178796-Y40-94,03_C,Racemic or presumed racemic or meso,,H3796866,29.3
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC(OCCCN6CCCC6)=CC45)C2C1)S(=O)(=O)CC7(CC7)C#N,MAT-POS-40ad851a-5,CVD-0020048,MAT-POS-40ad851a-5,Z5631110278,100.0,40,20,1178796-Y40-94,03_D,Racemic or presumed racemic or meso,,H3798705,115.4
CN(C)CCCOC=1C=CC=2C=NC=C(N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1,MAT-POS-40ad851a-4,CVD-0020047,MAT-POS-40ad851a-4,Z5631110276,97.29,40,20,1178796-Y40-94,03_E,Racemic or presumed racemic or meso,,H3798707,25.3
"CN(C)CCOC=1C=CC=2C=NC=C(N3CC[C@@]4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1 |o1:17,r|",LUO-POS-8484f2d3-1,CVD-0020072,MIK-ENA-8063e9dc,Z5763627164,97.73,40,20,1178796-Y40-94,03_F,Single unknown enantiomer,,H3794910,50.5
"CN(C)CCOC=1C=CC=2C=NC=C(N3CC[C@]4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1 |o1:17,r|",LUO-POS-8484f2d3-2,CVD-0020073,MIK-ENA-7066949b,Z5763627162,100.0,40,20,1178796-Y40-94,03_G,Single unknown enantiomer,,H3794867,43.5
ClC=1C=CC=2CN(CC3(CCCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N,ALP-POS-133e7cd9-2,CVD-0019847,ALP-POS-133e7cd9-2,Z5489567292,100.0,40,20,1178796-Y40-94,03_H,Racemic or presumed racemic or meso,,H3792642,65.6
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC(OCCN6CCCC6)=CC45)C2C1)S(=O)(=O)CC7(CC7)C#N,EDJ-MED-468565e0-1,CVD-0020053,EDJ-MED-468565e0-1,Z5631110207,97.65,40,20,1178796-Y40-94,03_I,Racemic or presumed racemic or meso,,H3793053,36.1
CCN(C)CCOC=1C=CC=2C=NC=C(N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1,MAT-POS-40ad851a-2,CVD-0020045,MAT-POS-40ad851a-2,Z5631110264,100.0,40,20,1178796-Y40-94,03_J,Racemic or presumed racemic or meso,,H3796867,28.6
CCN(CC)CCOC=1C=CC=2C=NC=C(N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1,MAT-POS-40ad851a-3,CVD-0020046,MAT-POS-40ad851a-3,Z5631110270,96.0,40,20,1178796-Y40-94,03_K,Racemic or presumed racemic or meso,,H3796857,8.6
ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC(Cl)=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N,EDJ-MED-b6c6ee2b-4,CVD-0020051,EDJ-MED-b6c6ee2b-4,Z5631110245,100.0,40,20,1178796-Y40-94,03_L,Racemic or presumed racemic or meso,,H3798701,49.6
ClC=1C=CC=2CN(CC3=NN=CS3)CC4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2C1,PET-UNK-7e9559de-4,CVD-0019959,PET-UNK-7e9559de-4,Z5600473268,99.45,40,20,1178796-Y40-94,03_M,Racemic or presumed racemic or meso,,H3796865,0.0
