SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
ClC=1C=CC=C(CC(=O)NC2C(=O)NC=3C=CC=CC23)C1,VLA-UCB-1dbca3b4-1,CVD-0012787,VLA-UCB-1dbca3b4-1,Z1738381336,92.06,40.0,20.0,1178796-Y40-47,03_A,Racemic or presumed racemic or meso,,H2571298,UNK
CN1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-fb82b63d-3,CVD-0015876,MAT-POS-fb82b63d-3,Z4925948214,98.44,40.0,20.0,1178796-Y40-47,03_B,Racemic or presumed racemic or meso,,H2994002,UNK
CCC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,PET-UNK-bb7ffe78-1,CVD-0016352,PET-UNK-bb7ffe78-1,Z4943083681,91.49,40.0,20.0,1178796-Y40-47,03_C,Achiral,,H2996399,UNK
ClC=1C=CC=2CCNC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-fb82b63d-1,CVD-0015874,MAT-POS-fb82b63d-1,Z4925948213,100.0,40.0,20.0,1178796-Y40-47,03_D,Racemic or presumed racemic or meso,,H2990724,UNK
CCCC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,PET-UNK-bb7ffe78-3,CVD-0016354,PET-UNK-bb7ffe78-3,Z4943083686,100.0,40.0,20.0,1178796-Y40-47,03_E,Achiral,,H2994008,UNK
ClC=1C=CC2=C(C1)C(CCS2(=O)=O)C(=O)NC=3C=NC=C4C=CC=CC34,MIC-UNK-91acba05-3,CVD-0013558,MIC-UNK-91acba05-3,Z4909940759,97.76,40.0,20.0,1178796-Y40-47,03_F,Racemic or presumed racemic or meso,,H2996721,UNK
CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,BEN-DND-f2e727cd-6,CVD-0014228,BEN-DND-f2e727cd-6,Z4886054145,100.0,40.0,20.0,1178796-Y40-47,03_G,Racemic or presumed racemic or meso,,H2992765,UNK
CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-dd3ad2b5-4,CVD-0016468,MAT-POS-dd3ad2b5-4,Z4943083708,100.0,40.0,20.0,1178796-Y40-47,03_H,Racemic or presumed racemic or meso,,H2996716,UNK
ClC=1C=CC=2OCCC(CC(=O)N3CCCC3CN4C=CN=C4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,EDG-MED-ba1ac7b9-21,CVD-0015608,EDG-MED-ba1ac7b9-21,Z4914836781,97.64,40.0,20.0,1178796-Y40-47,03_I,Diastereomeric mixture,,H2980421,UNK
CNC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-dd3ad2b5-5,CVD-0016469,MAT-POS-dd3ad2b5-5,Z4943083709,98.69,40.0,20.0,1178796-Y40-47,03_J,Racemic or presumed racemic or meso,,H2999570,UNK
ClC=1C=C(C#N)C=2NCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,ALP-POS-fe871b40-2,CVD-0015847,ALP-POS-fe871b40-2,Z4917828875,90.61,40.0,20.0,1178796-Y40-47,03_K,Racemic or presumed racemic or meso,,H3000265,UNK
CC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-dd3ad2b5-2,CVD-0016466,MAT-POS-dd3ad2b5-2,Z4943083702,98.72,40.0,20.0,1178796-Y40-47,03_L,Racemic or presumed racemic or meso,,H2999572,UNK
"CO[C@@]1(CCOC=2C=C(F)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|",MAT-POS-993cdc78-1,CVD-0016690,rel-ALP-POS-fe871b40-11-2,Z4930326916,100.0,40.0,20.0,1178796-Y40-47,03_M,Single unknown enantiomer,,H3000881,UNK
"CO[C@]1(CCOC=2C=C(F)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|",MAT-POS-993cdc78-2,CVD-0016691,rel-ALP-POS-fe871b40-11-1,Z4930326917,100.0,40.0,20.0,1178796-Y40-47,03_N,Single unknown enantiomer,,H3000880,UNK
ClC=1C=CC=2OCCC3(CCCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,ALP-POS-477dc5b7-5,CVD-0013215,ALP-POS-e0fe77e5-7,Z4909940771,99.7,40.0,20.0,1178796-Y40-47,03_O,Racemic or presumed racemic or meso,,T8729272,UNK
CS(=O)(=O)C=1C=CC=2C=NC=C(NC(=O)C3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1,ALP-UNI-8d415491-5,CVD-0016486,rac-EDJ-MED-611d11e7-2,Z4943083745,100.0,40.0,20.0,1178796-Y40-47,03_P,Racemic or presumed racemic or meso,,H2998208,UNK
ClC=1C=CC=2OCCC(CC(=O)N3CCC4CS(=O)(=O)CC4C3)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,KAD-UNI-80f122c8-3,CVD-0015286,KAD-UNI-80f122c8-3,Z4898404656,96.0,40.0,20.0,1178796-Y40-47,04_A,Diastereomeric mixture,,H2996723,UNK
ClC=1C=CC=2OCCC(CC(=O)N3CCCC3C4=NN=NN4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,EDG-MED-ba1ac7b9-12,CVD-0015599,EDG-MED-ba1ac7b9-12,Z4914836759,90.35,40.0,20.0,1178796-Y40-47,04_B,Diastereomeric mixture,,H2974443,UNK
"ClC=1C=CC=C(C1)[C@H]2CCN(C2=O)C=3C=NC=C4C=CC=CC34 |o1:7,r|",EDG-MED-5d232de5-7,CVD-0015364,rel-EDG-MED-5d232de5-7,Z4906876488,100.0,40.0,20.0,1178796-Y40-47,04_C,Single unknown enantiomer,,H2959978,UNK
"ClC=1C=CC=C(C1)[C@@H]2CCN(C2=O)C=3C=NC=C4C=CC=CC34 |o1:7,r|",EDG-MED-5d232de5-8,CVD-0015365,rel-EDG-MED-5d232de5-8,Z4906876486,100.0,40.0,20.0,1178796-Y40-47,04_D,Single unknown enantiomer,,H2959977,UNK
ClC=1C=CC=2OCCC(CC(=O)N3CCCCC3C=4C=CNN4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,EDG-MED-ba1ac7b9-10,CVD-0015597,EDG-MED-ba1ac7b9-10,Z4914836754,87.16,40.0,20.0,1178796-Y40-47,04_E,Diastereomeric mixture,,H2980432,UNK
CCS(=O)(=O)N1CCN(CC1)C=2C=C(Cl)C=C(CC(=O)NC=3C=NC=C4C=CC=CC34)C2,LON-WEI-9739a092-9,CVD-0015926,LON-WEI-9739a092-9,Z4925948223,94.74,40.0,20.0,1178796-Y40-47,04_F,Achiral,,H2990725,UNK
O=CC=1C=CC=NC1,,,EN300-18992,Z104472124,92.0,,,BB-Box10,01_A,Achiral,not found,*R2499685*,UNK
CC(C)(C)C=1C=CC(N)=CC1,,,EN300-19438,Z104473848,95.0,,,BB-Box10,01_B,Achiral,not found,*R1881246*,UNK
OC(=O)C=1C=C(O)N=C2C=CC=CC12,,,EN300-00825,Z57070446,95.0,,,BB-Box10,01_C,Achiral,not found,*R1770829*,UNK
