SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
CC(C)(C)C=1C=CC(=CC1)N([C@@H](C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,LON-POS-586a7c45-1,CVD-0016346,CVD-0004255-2,Z4908673280,100.0,40,20,1178796-Y40-43,03_A,Single unknown enantiomer,,H2877500
COCC1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-37aac4bd-2,CVD-0015859,EDJ-MED-37aac4bd-2,Z4917828870,100.0,40,20,1178796-Y40-43,03_B,Racemic or presumed racemic or meso,,H2935788
"CO[C@@]1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|",EDJ-MED-d08626de-3,CVD-0015340,rel-EDJ-MED-d08626de-3,Z4920218481,100.0,40,20,1178796-Y40-43,03_C,Single unknown enantiomer,,H2937163
"CO[C@]1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|",EDJ-MED-d08626de-4,CVD-0015341,rel-EDJ-MED-d08626de-4,Z4920218312,98.95,40,20,1178796-Y40-43,03_D,Single unknown enantiomer,,H2937159
"CC(C)(C)C=1C=CC(=CC1)N([C@H](C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C |o1:11,r|",LON-POS-586a7c45-1,CVD-0016346,CVD-0004255-1,Z4912275806,100.0,40,20,1178796-Y40-43,03_E,Single unknown enantiomer,imperfect stereochemical match for LON-POS-586a7c45-1,H2877501
OCC(F)(F)CN1CCN(CC1)C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,ALP-UNI-8e43a71e-10,CVD-0015769,ALP-UNI-3496895b-10,Z4914835008,81.14,40,20,1178796-Y40-43,03_F,Racemic or presumed racemic or meso,,H2927995
CN1C(=O)C=CN(CC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)C1=O,EDJ-MED-ee07cf00-1,CVD-0015664,EDJ-MED-ee07cf00-1,Z4912983632,91.03,40,20,1178796-Y40-43,03_G,Racemic or presumed racemic or meso,,H2928337
ClC=1C=CC=C(C1)C(NC(=O)CN2N=NC(=N2)C=3C=CC=CC3)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-9,CVD-0015672,EDJ-MED-ee07cf00-9,Z4912983652,84.37,40,20,1178796-Y40-43,03_H,Racemic or presumed racemic or meso,,H2928997
CN1N=CC=2C(=O)N(CC(=O)NC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC=C(Cl)C5)C=NC12,EDJ-MED-ee07cf00-3,CVD-0015666,EDJ-MED-ee07cf00-3,Z4912983636,85.57,40,20,1178796-Y40-43,03_I,Racemic or presumed racemic or meso,,H2928344
ClC=1C=CC=C(C1)C(NC(=O)CN2C=C(C#N)C(=O)NC2=O)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-ee07cf00-8,CVD-0015671,EDJ-MED-ee07cf00-8,Z4912983650,100.0,40,20,1178796-Y40-43,03_J,Racemic or presumed racemic or meso,,H2928347
OCCCN1CCN(CC1)C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,ALP-UNI-8e43a71e-8,CVD-0015768,ALP-UNI-3496895b-8,Z4914835005,96.27,40,20,1178796-Y40-43,03_K,Racemic or presumed racemic or meso,,H2936583
COCCCNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-8c98ee63-1,CVD-0015682,EDJ-MED-8c98ee63-1,Z4913000229,97.25,40,20,1178796-Y40-43,03_L,Racemic or presumed racemic or meso,,H2917679
Cl.Cl.ClC=1C=CC=2CNCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,BEN-DND-f2e727cd-5,CVD-0014227,BEN-DND-f2e727cd-5,Z4924055202,90.0,40,20,1178796-Y40-43,03_M,Racemic or presumed racemic or meso,,*R2496257*
