SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
ClC=1C=C(OCC=2C=CC=CC2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,DAR-DIA-0587064e-19,CVD-0016381,DAR-DIA-0587064e-19,Z4949565733,98.01,40,20,1178796-Y40-49,03_A,Racemic or presumed racemic or meso,,H3013712,UNK
FC=1C=C2OCCC(C(=O)NC=3C=NC=C4C=CN=CC34)C2=CC1Cl,MAT-POS-a5ef2d74-1,CVD-0016991,rac-EDJ-MED-611d11e7-12,Z4943083733,100.0,40,20,1178796-Y40-49,03_B,Racemic or presumed racemic or meso,,H3021835,UNK
COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34,MAT-POS-a5ef2d74-2,CVD-0016992,rac-EDJ-MED-611d11e7-4,Z4943083744,100.0,40,20,1178796-Y40-49,03_C,Racemic or presumed racemic or meso,,H3014846,UNK
ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4CCCCC34)C2=CC1Cl,ALP-UNI-8d415491-2,CVD-0016483,ALP-UNI-8d415491-2,Z4949474110,100.0,40,20,1178796-Y40-49,03_D,Racemic or presumed racemic or meso,,H3020603,UNK
ClC=1C=CC=C(CC(=O)NC=2C=NC=C3SC=CC23)C1,JIN-POS-6dc588a4-22,CVD-0016572,JIN-POS-6dc588a4-22,Z4951847510,98.08,40,20,1178796-Y40-49,03_E,Achiral,,H3020599,UNK
ClC=1C=C2NCCC(C(=O)NC=3C=NC=CC3C4CC4)C2=CC1Cl,ALP-UNI-8d415491-1,CVD-0016482,ALP-UNI-8d415491-1,Z4949474107,100.0,40,20,1178796-Y40-49,03_F,Racemic or presumed racemic or meso,,H3020044,UNK
ClC=1C=C(OCC=2C=CN=CC2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,MAT-POS-5369c344-7,CVD-0016595,MAT-POS-5369c344-7,Z4949565737,100.0,40,20,1178796-Y40-49,03_G,Racemic or presumed racemic or meso,,H3021824,UNK
FC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,JIN-POS-6dc588a4-11,CVD-0016562,JIN-POS-6dc588a4-11,Z4951847502,100.0,40,20,1178796-Y40-49,03_H,Achiral,,H3029526,UNK
CC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,RUB-POS-1325a9ea-4,CVD-0016575,RUB-POS-1325a9ea-4,Z4951847515,97.33,40,20,1178796-Y40-49,03_I,Achiral,,H3029523,UNK
CN1C=CN=C1CN(C2CC2)C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,EDG-MED-ba1ac7b9-17,CVD-0015604,EDG-MED-ba1ac7b9-17,Z4914836774,100.0,40,20,1178796-Y40-49,03_J,Racemic or presumed racemic or meso,,H3021851,UNK
CCN(CC=1C=CC(F)=CC1)C=2C=C(Cl)C=C(CC(=O)NC=3C=NC=C4C=CC=CC34)C2,LON-WEI-9739a092-4,CVD-0016066,LON-WEI-9739a092-4,Z4925948219,100.0,40,20,1178796-Y40-49,03_K,Achiral,,H3021859,UNK
CC1N(CCN2C=NN=C12)C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,EDG-MED-ba1ac7b9-19,CVD-0015606,EDG-MED-ba1ac7b9-19,Z4914836777,100.0,40,20,1178796-Y40-49,03_L,Diastereomeric mixture,,H3021855,UNK
COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CN=CC34,MAT-POS-a5ef2d74-3,CVD-0016993,Z4943083736,Z4943083736,100.0,40,20,1178796-Y40-49,03_M,Racemic or presumed racemic or meso,,H3021825,UNK
CC(C)(C)OC=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,JIN-POS-6dc588a4-6,CVD-0016557,JIN-POS-6dc588a4-6,Z1501018719,92.58,40,20,1178796-Y40-49,03_N,Achiral,,H3022399,UNK
