shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
EDG-MED-0da5ad92-17,Z4497196458,C14H14ClN3O,Achiral,275.733,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_A,CC=1C=C(N)N=CC1NC(=O)CC=2C=CC=C(Cl)C2,N-(6-amino-4-methylpyridin-3-yl)-2-(3-chlorophenyl)acetamide
EDJ-MED-8698005e-1,Z4598794279,C16H17ClN2O3S,Racemic or presumed racemic or meso,352.835,88.08,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_B,CC(NC(=O)C)C=1C=C(Cl)C=C(C1)C=2C=CC(=CC2)S(=O)(=O)N,"N-(1-{5-chloro-4'-sulfamoyl-[1,1'-biphenyl]-3-yl}ethyl)acetamide"
MAT-POS-c0143b99-1,Z4605133164,C26H25ClFN3O2,Racemic or presumed racemic or meso,465.947,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_C,CC=1C=CN=CC1C(N(CC=2C=CC=C(Cl)C2)C(=O)C=C)C(=O)NCCC=3C=CC=C(F)C3,N-[(3-chlorophenyl)methyl]-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(4-methylpyridin-3-yl)methyl)prop-2-enamide
NIR-WEI-f9286bb6-4,Z4605209196,C25H26ClN3O2,Racemic or presumed racemic or meso,435.945,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_D,CC(C)(C)NC(=O)C(N(CC=1C=CC=CC1Cl)C(=O)C=C)C=2C=NC=C3C=CC=CC23,N-[(tert-butylcarbamoyl)(isoquinolin-4-yl)methyl]-N-[(2-chlorophenyl)methyl]prop-2-enamide
NIR-WEI-f9286bb6-2,Z4605209194,C21H24ClN3O2,Racemic or presumed racemic or meso,385.887,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_E,CC(C)(C)NC(=O)C(N(CC=1C=CC=CC1Cl)C(=O)C=C)C=2C=CC=NC2,N-[(tert-butylcarbamoyl)(pyridin-3-yl)methyl]-N-[(2-chlorophenyl)methyl]prop-2-enamide
NIR-WEI-f9286bb6-3,Z4605209195,C18H18ClN3O2,Racemic or presumed racemic or meso,343.807,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_F,CNC(=O)C(N(CC=1C=CC=CC1Cl)C(=O)C=C)C=2C=CC=NC2,N-[(2-chlorophenyl)methyl]-N-[(methylcarbamoyl)(pyridin-3-yl)methyl]prop-2-enamide
NIR-WEI-f9286bb6-1,Z4605209193,C22H20ClN3O2,Racemic or presumed racemic or meso,393.866,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_G,CNC(=O)C(N(CC=1C=CC=CC1Cl)C(=O)C=C)C=2C=NC=C3C=CC=CC23,N-[(2-chlorophenyl)methyl]-N-[(isoquinolin-4-yl)(methylcarbamoyl)methyl]prop-2-enamide
ALP-POS-c0c213c9-3,Z4607509107,C26H26N6O2,Achiral,454.523,95.451,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_H,O=C(CN1N=NC=2C=CC=CC12)N(CC(=O)N3CCNCC3)C=4C=CC(=CC4)C=5C=CC=CC5,"2-(1H-1,2,3-benzotriazol-1-yl)-N-{[1,1'-biphenyl]-4-yl}-N-[2-oxo-2-(piperazin-1-yl)ethyl]acetamide"
ALP-POS-c0c213c9-18,Z4607510081,C22H18N8O,Achiral,410.431,96.542,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_I,O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CC=CN3)C=4C=CC(=CC4)N5C=NN=C5,"2-(1H-1,2,3-benzotriazol-1-yl)-N-[(pyridin-2-yl)methyl]-N-[4-(4H-1,2,4-triazol-4-yl)phenyl]acetamide"
ALP-POS-ddb41b15-9,Z4607512300,C23H20ClN3O2,Racemic or presumed racemic or meso,405.876,95,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_J,COC=1C=CC=C(C1)C(NC(=O)CC=2C=CC=C(Cl)C2)C3=NC=4C=CC=CC4N3,"N-[(1H-1,3-benzodiazol-2-yl)(3-methoxyphenyl)methyl]-2-(3-chlorophenyl)acetamide"
ALP-POS-c0c213c9-7,Z4607509197,C23H27N7O2,Achiral,433.506,99.022,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_K,NCC1=CN(CC(=O)N(CC(=O)N2CCNCC2)C=3C=CC(=CC3)C=4C=CC=CC4)N=N1,"2-[4-(aminomethyl)-1H-1,2,3-triazol-1-yl]-N-{[1,1'-biphenyl]-4-yl}-N-[2-oxo-2-(piperazin-1-yl)ethyl]acetamide"
ALP-POS-c0c213c9-11,Z4607509375,C18H18N8OS,Achiral,394.453,99.124,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_L,NCC1=CN(CC(=O)N(CC=2C=CSC2)C=3C=CC(=CC3)N4C=NN=C4)N=N1,"2-[4-(aminomethyl)-1H-1,2,3-triazol-1-yl]-N-[(thiophen-3-yl)methyl]-N-[4-(4H-1,2,4-triazol-4-yl)phenyl]acetamide"
ALP-POS-c0c213c9-15,Z4607509737,C24H19N7O,Achiral,421.453,95,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_M,O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CC=CN3)C=4C=NC(=NC4)C=5C=CC=CC5,"2-(1H-1,2,3-benzotriazol-1-yl)-N-(2-phenylpyrimidin-5-yl)-N-[(pyridin-2-yl)methyl]acetamide"
PET-UNK-8df914d1-4,Z4605133171,C12H12ClN3O,Achiral,249.696,91.03,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_N,CN1C=NC=C1NC(=O)CC=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-N-(1-methyl-1H-imidazol-5-yl)acetamide
MAT-POS-1e0c1c67-1,Z3221731972,C14H10F3N5O2,Achiral,337.256,95,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_O,CN1N=C(N=C2C(=O)N(C)C(=O)N=C12)C=3C=CC(=CC3)C(F)(F)F,"1,6-dimethyl-3-[4-(trifluoromethyl)phenyl]-1H,5H,6H,7H-pyrimido[5,4-e][1,2,4]triazine-5,7-dione"
JAG-UCB-cedd89ab-1,Z4497196438,C15H14ClN3O,Achiral,287.744,90,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,03_P,CC=1C=CN=CC1N2CCN(C2=O)C=3C=CC=C(Cl)C3,1-(3-chlorophenyl)-3-(4-methylpyridin-3-yl)imidazolidin-2-one
ALP-POS-c0c213c9-4,Z4607509166,C20H19N7OS,Achiral,405.476,99.847,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,04_A,NCC1=CN(CC(=O)N(CC2=CSC=N2)C=3C=CC(=NC3)C=4C=CC=CC4)N=N1,"2-[4-(aminomethyl)-1H-1,2,3-triazol-1-yl]-N-(6-phenylpyridin-3-yl)-N-[(1,3-thiazol-4-yl)methyl]acetamide"
EDJ-MED-e58735b6-4,Z4497196441,C17H16N4O,Achiral,292.335,94.06,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,04_B,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(C2)C=3C=NNC3,N-(4-methylpyridin-3-yl)-2-[3-(1H-pyrazol-4-yl)phenyl]acetamide
PET-UNK-8df914d1-2,Z4605133167,C15H12ClN3O,Achiral,285.728,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,04_C,ClC=1C=CC=C(CC(=O)NC2=CN=C3C=CC=CN23)C1,"2-(3-chlorophenyl)-N-{imidazo[1,2-a]pyridin-3-yl}acetamide"
MAT-POS-e10a589d-1,Z19651924,C17H14ClN3O2S,Achiral,359.829,96.76,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,04_D,OCCN1C(CSC2=NC=3C=CC=CC3O2)=NC=4C=CC(Cl)=CC14,"2-{2-[(1,3-benzoxazol-2-ylsulfanyl)methyl]-6-chloro-1H-1,3-benzodiazol-1-yl}ethan-1-ol"
MAT-POS-e10a589d-2,Z88617059,C20H18N4O3S2,Achiral,426.511,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,04_E,CN(C)S(=O)(=O)C=1C=CC=C(C1)C(=O)NC2=C(N=C3SC=CN23)C=4C=CC=CC4,"3-(dimethylsulfamoyl)-N-{6-phenylimidazo[2,1-b][1,3]thiazol-5-yl}benzamide"
MAT-POS-e10a589d-4,Z228468704,C11H7BrClN5O,Achiral,340.563,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,04_F,ClC=1C=C(Br)C=CC1NC(=O)CN2C=NC(C#N)=N2,"N-(4-bromo-2-chlorophenyl)-2-(3-cyano-1H-1,2,4-triazol-1-yl)acetamide"
PET-UNK-c9c1e0d8-2,Z4605133173,C19H14N2O,Achiral,286.327,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,04_G,O=C(CC=1C=CC=C(C#C)C1)NC=2C=NC=C3C=CC=CC23,2-(3-ethynylphenyl)-N-(isoquinolin-4-yl)acetamide
EDG-MED-0da5ad92-20,Z4497196455,C20H18ClN3O,Achiral,351.829,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-13,04_H,CC=1C=CN=CC1NC(=O)N(CC=2C=CC=CC2)C=3C=CC=C(Cl)C3,1-benzyl-1-(3-chlorophenyl)-3-(4-methylpyridin-3-yl)urea
