shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
WIL-UNI-2e73223c-4,Z4601756950,C18H21ClN2O2,Achiral,332.824,95,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_A,CC=1C=CN=CC1OCCNC(=O)C(C)(C)C=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-2-methyl-N-{2-[(4-methylpyridin-3-yl)oxy]ethyl}propanamide
JAG-UCB-c37fbdcd-2,Z4601737416,C20H16ClN3O4,Achiral,397.811,98.39,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_B,COC=1C=CC(Cl)=CC1N2C(=O)CN(CC3=CC(=O)NC=4C=CC=CC34)C2=O,"3-(5-chloro-2-methoxyphenyl)-1-[(2-oxo-1,2-dihydroquinolin-4-yl)methyl]imidazolidine-2,4-dione"
ALP-POS-3fc1724e-1,Z4601730313,C19H17ClN2O4,Achiral,372.802,99.629,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_C,COC=1C(Cl)=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=CC23,"N-[2-(3-chloro-2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
MAT-POS-c478e61b-1,Z4560204229,C18H15ClN4O3,Racemic or presumed racemic or meso,370.789,97,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_D,ClC=1C=C(CC(=O)NN2C=NC=3C=CC=CC23)C=C(OC4CC(=O)N4)C1,"N-(1H-1,3-benzodiazol-1-yl)-2-{3-chloro-5-[(4-oxoazetidin-2-yl)oxy]phenyl}acetamide"
JAN-GHE-74b8b0cb-1,Z4560204227,C19H15ClN4O4,Racemic or presumed racemic or meso,398.799,90,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_E,ClC=1C=C(CC(=O)NN2C=NC=3C=CC=CC3C2=O)C=C(OC4CC(=O)N4)C1,"2-{3-chloro-5-[(4-oxoazetidin-2-yl)oxy]phenyl}-N-(4-oxo-3,4-dihydroquinazolin-3-yl)acetamide"
ALP-POS-c0c213c9-13,Z4601707772,C24H29N5O2,Racemic or presumed racemic or meso,419.519,99.479,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_F,O=C(CN1N=NC=2C=CC=CC12)N(CC3CCOC3)C=4C=CC(=CC4)C5CCNCC5,"2-(1H-1,2,3-benzotriazol-1-yl)-N-[(oxolan-3-yl)methyl]-N-[4-(piperidin-4-yl)phenyl]acetamide"
ALP-POS-c0c213c9-5,Z4601694849,C22H21N5OS,Achiral,403.500,99.201,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_G,NCC1=CN(CC(=O)N(CC=2C=CSC2)C=3C=CC(=CC3)C=4C=CC=CC4)N=N1,"2-[4-(aminomethyl)-1H-1,2,3-triazol-1-yl]-N-{[1,1'-biphenyl]-4-yl}-N-[(thiophen-3-yl)methyl]acetamide"
JAG-UCB-1d922829-1,Z3245242057,C24H21N3O2,Achiral,383.442,91,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_H,CC=1C=CC(NC2=C(C(=O)N(CC=3C=CC=NC3)C2=O)C=4C=CC=CC4)=CC1C,"3-[(3,4-dimethylphenyl)amino]-4-phenyl-1-[(pyridin-3-yl)methyl]-2,5-dihydro-1H-pyrrole-2,5-dione"
JAG-UCB-1d922829-3,Z3245259561,C23H18ClN3O2,Achiral,403.860,95,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_I,CC=1C=CC(NC2=C(C(=O)N(CC=3C=CC=NC3)C2=O)C=4C=CC=CC4)=CC1Cl,"3-[(3-chloro-4-methylphenyl)amino]-4-phenyl-1-[(pyridin-3-yl)methyl]-2,5-dihydro-1H-pyrrole-2,5-dione"
JAG-UCB-1d922829-6,Z3246444990,C17H13ClF4N2O2,Achiral,388.743,95,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_J,CC(=O)N(CC(=O)NC=1C=CC(F)=C(Cl)C1)C=2C=CC=C(C2)C(F)(F)F,N-(3-chloro-4-fluorophenyl)-2-{N-[3-(trifluoromethyl)phenyl]acetamido}acetamide
JAG-UCB-1d922829-4,Z2933917689,C16H13Cl2FN2O2,Achiral,355.191,90,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_K,CC(=O)N(CC(=O)NC=1C=CC(F)=C(Cl)C1)C=2C=CC=C(Cl)C2,N-(3-chloro-4-fluorophenyl)-2-[N-(3-chlorophenyl)acetamido]acetamide
JAG-UCB-1d922829-2,Z4601796794,C24H21N3O2,Racemic or presumed racemic or meso,383.442,95,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_L,CC=1C=CC(N=C2C(C(=O)N(CC=3C=CC=NC3)C2=O)C=4C=CC=CC4)=C(C)C1,"3-[(2,4-dimethylphenyl)imino]-4-phenyl-1-[(pyridin-3-yl)methyl]pyrrolidine-2,5-dione"
TRY-UNI-714a760b-3,Z4444622036,C14H14ClN3O,Achiral,275.733,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_M,CC=1C(N)=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,N-(5-amino-4-methylpyridin-3-yl)-2-(3-chlorophenyl)acetamide
TRY-UNI-714a760b-19,Z4444621981,C15H14N4O,Achiral,266.297,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_N,CC=1C(N)=CN=CC1NC(=O)CC=2C=CC=C(C#N)C2,N-(5-amino-4-methylpyridin-3-yl)-2-(3-cyanophenyl)acetamide
JAG-UCB-1d922829-5,Z2933923003,C17H13ClFN3O2,Achiral,345.755,95,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_O,CC(=O)N(CC(=O)NC=1C=CC(F)=C(Cl)C1)C=2C=CC=C(C#N)C2,N-(3-chloro-4-fluorophenyl)-2-[N-(3-cyanophenyl)acetamido]acetamide
LON-WEI-babf2c61-14,Z4509080748,C26H26FN5O3,Racemic or presumed racemic or meso,475.514,92,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,03_P,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,"N-(5-tert-butyl-1,2-oxazol-3-yl)-N-[(5-cyanopyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]prop-2-enamide"
LON-WEI-babf2c61-12,Z4509080736,C25H27FN4O4,Racemic or presumed racemic or meso,466.504,80,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-14,04_A,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(O)C3)C(=O)C=C,"N-(5-tert-butyl-1,2-oxazol-3-yl)-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(5-hydroxypyridin-3-yl)methyl)prop-2-enamide"
