shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
PET-UNK-7fb4f80a-1,Z5261485129,C18H15ClN2O4S,Achiral,390.840,100,COVID-19,,,0,40,20,1178796-Y40-79,03_A,CS(=O)(=O)OC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,4-[2-(3-chlorophenyl)acetamido]isoquinolin-7-yl methanesulfonate,H3481763,21.1
EDJ-MED-e69ed63d-1,Z5335933777,C24H22ClFN4O3,Racemic or presumed racemic or meso,468.907,93.6,COVID-19,,,0,40,20,1178796-Y40-79,03_B,CC(C)NC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(7-fluoroisoquinolin-4-yl)-1-oxo-2-{[(propan-2-yl)carbamoyl]methyl}-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3484126,56.7
EDJ-MED-e69ed63d-15,Z5335933848,C25H22ClFN4O3,Racemic or presumed racemic or meso,480.918,100,COVID-19,,,0,40,20,1178796-Y40-79,03_C,FC=1C=CC=2C(NC(=O)C3CN(CC(=O)NCC4CC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,"6-chloro-2-{[(cyclopropylmethyl)carbamoyl]methyl}-N-(7-fluoroisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3484120,55.4
RAL-THA-a9c31980-6,Z5261485089,C25H23ClN4O3,Racemic or presumed racemic or meso,462.928,100,COVID-19,,,0,40,20,1178796-Y40-79,03_D,ClC=1C=CC=2C(=O)N(CC(=O)NCC3CC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-2-{[(cyclopropylmethyl)carbamoyl]methyl}-N-(isoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3484125,19.9
EDJ-MED-0186a59b-8,Z5335933693,C22H18Cl2N4O3,Racemic or presumed racemic or meso,457.309,100,COVID-19,,,0,40,20,1178796-Y40-79,03_E,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=C(Cl)C23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(5-chloroisoquinolin-4-yl)-2-[(methylcarbamoyl)methyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3484128,43
RAL-THA-a9c31980-2,Z5261485084,C25H23ClN4O3,Racemic or presumed racemic or meso,462.928,100,COVID-19,,,0,40,20,1178796-Y40-79,03_F,ClC=1C=CC=2C(=O)N(CC(=O)NC3CCC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-2-[(cyclobutylcarbamoyl)methyl]-N-(isoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3471322,89.4
EDJ-MED-e69ed63d-9,Z5335933820,C25H22ClFN4O3,Racemic or presumed racemic or meso,480.918,100,COVID-19,,,0,40,20,1178796-Y40-79,03_G,FC=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4CCC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,"6-chloro-2-[(cyclobutylcarbamoyl)methyl]-N-(7-fluoroisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3471318,73.8
EDJ-MED-43f8f7d6-4,Z5261485093,C24H21ClN4O3,Racemic or presumed racemic or meso,448.901,100,COVID-19,,,0,40,20,1178796-Y40-79,03_H,ClC=1C=CC=2C(=O)N(CC(=O)NC3CC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-2-[(cyclopropylcarbamoyl)methyl]-N-(isoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3471319,82.3
EDJ-MED-c3ea9889-7,Z5335933729,C20H14Cl2N2O2,Diastereomeric mixture,385.243,100,COVID-19,,,0,40,20,1178796-Y40-79,03_I,ClC=1C=CC=2OC3CC(C3)(C(=O)NC=4C=NC=C5C=C(Cl)C=CC45)C2C1,"4-chloro-N-(7-chloroisoquinolin-4-yl)-8-oxatricyclo[7.1.1.0?,?]undeca-2(7),3,5-triene-1-carboxamide",H3471320,60.5
MAT-POS-806462de-2,Z5368149776,C19H16ClN3O3S,Single unknown enantiomer,401.866,100,COVID-19,,,0,40,20,1178796-Y40-79,03_J,"C[C@@]1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-4-methyl-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3494546,9.6
MAT-POS-806462de-1,Z5368136110,C19H16ClN3O3S,Single unknown enantiomer,401.866,100,COVID-19,,,0,40,20,1178796-Y40-79,03_K,"C[C@]1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-4-methyl-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3494545,11.4
EDJ-MED-968bafd9-1,Z5335933756,C24H22ClN3O5S,Racemic or presumed racemic or meso,499.966,90.39,COVID-19,,,0,40,20,1178796-Y40-79,03_L,COC1(CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2=O)CC1,"6-chloro-N-(isoquinolin-4-yl)-2-[(1-methoxycyclopropyl)methanesulfonyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3496483,18.5
