SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
FC=1C=CC(F)=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-26,CVD-0015046,RAL-THA-2d450e86-26,Z1530724972,100.0,40,20,1234875-Y40-10,03_A,Achiral,,H2864076
CCOC=1C(Cl)=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,MAT-POS-fce787c2-1,CVD-0015216,MAT-POS-fce787c2-1,Z1840536621,95.78,40,20,1234875-Y40-10,03_B,Achiral,,H2864078
ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=NC1,RAL-THA-2d450e86-33,CVD-0015051,RAL-THA-2d450e86-33,Z2033493111,98.72,40,20,1234875-Y40-10,03_C,Achiral,,H2864060
FC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-10,CVD-0015034,RAL-THA-2d450e86-10,Z1530725841,100.0,40,20,1234875-Y40-10,03_D,Achiral,,H2864070
CC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-13,CVD-0015037,RAL-THA-2d450e86-13,Z1530724790,100.0,40,20,1234875-Y40-10,03_E,Achiral,,H2864074
O=C(CC=1C=CC=CC1)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-1,CVD-0015025,RAL-THA-2d450e86-1,Z1530723620,100.0,40,20,1234875-Y40-10,03_F,Achiral,,H2864069
CC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1Cl,RAL-THA-2d450e86-8,CVD-0015032,RAL-THA-2d450e86-8,Z4897371023,97.35,40,20,1234875-Y40-10,03_G,Achiral,,H2864085
ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(C#N)C1,RAL-THA-2d450e86-17,CVD-0015041,RAL-THA-2d450e86-17,Z4896259324,100.0,40,20,1234875-Y40-10,03_H,Achiral,,H2863733
FC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,RAL-THA-2d450e86-7,CVD-0015031,RAL-THA-2d450e86-7,Z1530713253,100.0,40,20,1234875-Y40-10,03_I,Achiral,,H2863608
CC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,RAL-THA-2d450e86-3,CVD-0015027,RAL-THA-2d450e86-3,Z1530720440,100.0,40,20,1234875-Y40-10,03_J,Achiral,,H2863606
CC(C(=O)N)C=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,MAT-POS-281d2ee9-1,CVD-0014818,MAT-POS-281d2ee9-1,Z4872701242,100.0,40,20,1234875-Y40-10,03_K,Racemic or presumed racemic or meso,,H2867904
CC=1C=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-38,CVD-0015056,RAL-THA-2d450e86-38,Z1530717050,100.0,40,20,1234875-Y40-10,03_L,Achiral,,H2863605
FC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1F,RAL-THA-2d450e86-23,CVD-0015045,RAL-THA-2d450e86-23,Z1530714700,100.0,40,20,1234875-Y40-10,03_M,Achiral,,H2863604
O=C(CC=1C=CC=C(C#N)C1)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-12,CVD-0015036,RAL-THA-2d450e86-12,Z1530723372,100.0,40,20,1234875-Y40-10,03_N,Achiral,,H2863611
FC=1C=C(F)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-16,CVD-0015040,RAL-THA-2d450e86-16,Z4897371027,100.0,40,20,1234875-Y40-10,03_O,Achiral,,H2863614
ClC=1C=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-36,CVD-0015054,RAL-THA-2d450e86-36,Z1530713701,100.0,40,20,1234875-Y40-10,03_P,Achiral,,H2863884
FC=1C=CC(Cl)=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,PET-UNK-dd44aeb6-1,CVD-0013421,RAL-THA-2d450e86-25,Z4897371033,98.06,40,20,1234875-Y40-10,04_A,Achiral,,H2863891
FC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,RAL-THA-2d450e86-14,CVD-0015038,RAL-THA-2d450e86-14,Z4897371024,100.0,40,20,1234875-Y40-10,04_B,Achiral,,H2863890
FC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=CC1Cl,RAL-THA-2d450e86-9,CVD-0015033,RAL-THA-2d450e86-9,Z1931292079,100.0,40,20,1234875-Y40-10,04_C,Achiral,,H2863888
FC=1C=CC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-37,CVD-0015055,RAL-THA-2d450e86-37,Z1530721970,100.0,40,20,1234875-Y40-10,04_D,Achiral,,H2863609
COC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1,RAL-THA-2d450e86-4,CVD-0015028,RAL-THA-2d450e86-4,Z1530713230,100.0,40,20,1234875-Y40-10,04_E,Achiral,,H2864063
ClC=1C=C2OCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,ALP-POS-869ac754-1,CVD-0015012,ALP-POS-869ac754-1,Z4897373673,100.0,40,20,1234875-Y40-10,04_F,Racemic or presumed racemic or meso,,H2864466
ClC=1C=CC=2C(CCOC2C1Cl)C(=O)NC=3C=NC=C4C=CC=CC34,ALP-POS-869ac754-2,CVD-0015013,ALP-POS-869ac754-2,Z4897373674,100.0,40,20,1234875-Y40-10,04_G,Racemic or presumed racemic or meso,,H2864468
ClC=1C=NC=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,RAL-THA-2d450e86-34,CVD-0015052,RAL-THA-2d450e86-34,Z4897371038,100.0,40,20,1234875-Y40-10,04_H,Achiral,,H2865981
