SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
ClC=1C=CC=C(C1)N2CCN(CC2)C(=O)C3CC(=O)NC=4C=CC=CC34,MAT-POS-450cb4f9-1,CVD-0014466,MAT-POS-450cb4f9-1,Z227999112,100.0,40,20,1234875-Y40-09,03_A,Racemic or presumed racemic or meso,,H2796707
ClC=1C=CC=2OCCC(C(=O)NC3=NNC=4C=CN=CC34)C2C1,JAG-UCB-52b62a6f-16,CVD-0013476,JAG-UCB-52b62a6f-16,Z4661830693,100.0,40,20,1234875-Y40-09,03_B,Racemic or presumed racemic or meso,,H2817208
ClC=1C=CC=2OCCC(C(=O)NC3CNC(=O)C3)C2C1,MIC-UNK-42806bd5-3,CVD-0009890,MIC-UNK-42806bd5-3,Z1677872704,100.0,40,20,1234875-Y40-09,03_C,Diastereomeric mixture,,H2796615
CC=1C=CC(=NC1)N(CC2=CSC=N2)C(=O)CC=3C=NC=C4C=CC=CC34,ALP-POS-c3a96089-2,CVD-0014208,ALP-POS-c3a96089-2,Z4763834271,89.58,40,20,1234875-Y40-09,03_D,Achiral,,H2809843
ClC=1C=CC=2OCCN(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,BEN-DND-f2e727cd-1,CVD-0014223,BEN-DND-f2e727cd-1,Z4765682195,96.46,40,20,1234875-Y40-09,03_E,Achiral,,H2826935
"Cl.Cl.NC[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:4,r|",MAT-POS-2bb0cf2b-1,CVD-0015213,rel-EDG-MED-971238d3-5-2,Z4881315612,100.0,40,20,1234875-Y40-09,03_F,Single known enantiomer,,H2828527
CN1C=NC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C12,MAT-POS-2bb0cf2b-2,CVD-0015214,rac-EDJ-MED-fb4b7746-1,Z4780165432,97.71,40,20,1234875-Y40-09,03_G,Racemic or presumed racemic or meso,,H2821636
"Cl.Cl.NC[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:4,r|",EDG-MED-971238d3-5,CVD-0014513,rel-EDG-MED-971238d3-5-1,Z4881315609,92.82,40,20,1234875-Y40-09,03_H,Single known enantiomer,,H2828534
CC(=O)N1CCC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC14,ALP-POS-966f8da6-2,CVD-0014245,ALP-POS-966f8da6-2,Z4765682203,95.88,40,20,1234875-Y40-09,03_I,Racemic or presumed racemic or meso,,H2820582
ClC=1C=CC=2OCCC(C(=O)N(C(=O)C=C)C=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-090737b9-1,CVD-0015227,Z4767481776,Z4767481776,92.98,40,20,1234875-Y40-09,03_J,Racemic or presumed racemic or meso,,H2832066
CC(=O)N1CCN(CC(=O)NC=2C=NC=CC2C3CC3)CC1,EDJ-MED-3c65e9ce-2,CVD-0014916,EDJ-MED-3c65e9ce-2,Z4878360700,100.0,40,20,1234875-Y40-09,03_K,Achiral,,H2833460
"ClC=1C=CC=2OC[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1 |o1:7,r|",EDJ-MED-12c115cc-1,CVD-0014914,rel-EDJ-MED-12c115cc-1,Z4878369117,100.0,40,20,1234875-Y40-09,03_L,Single known enantiomer,,H2831174
"ClC=1C=CC=2OC[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1 |o1:7,r|",EDJ-MED-12c115cc-2,CVD-0014915,rel-EDJ-MED-12c115cc-2,Z4878369335,100.0,40,20,1234875-Y40-09,03_M,Single known enantiomer,,H2831178
"[O-][N+]=1C=C(NC(=O)[C@@H]2CCOC=3C=CC(Cl)=CC23)C=4C=CC=CC4C1 |o1:7,r|",EDJ-MED-eff36d94-1,CVD-0014239,rel1-EDJ-MED-eff36d94-1,Z4765708398,100.0,40,20,1234875-Y40-09,03_N,Single known enantiomer,,H2822982
"[O-][N+]=1C=C(NC(=O)[C@H]2CCOC=3C=CC(Cl)=CC23)C=4C=CC=CC4C1 |o1:7,r|",ALP-POS-ce760d3f-4,CVD-0014505,rel2-EDJ-MED-eff36d94-1,Z4765710023,100.0,40,20,1234875-Y40-09,03_O,Single known enantiomer,,H2822981
COC=1C=CC=C2NC(=O)C=C(C(=O)NCCOC=3C=CC=CC3OCC4CC4)C12,EDJ-MED-bbe8e3da-2,CVD-0014217,EDJ-MED-bbe8e3da-2,Z4765682201,88.13,40,20,1234875-Y40-09,03_P,Achiral,,H2829666
CC1CCN(CC(=O)NC=2C=NC=CC2C)CC1,EDJ-MED-3c65e9ce-4,CVD-0014918,EDJ-MED-3c65e9ce-4,Z1424817568,97.52,40,20,1234875-Y40-09,04_A,Achiral,,H2833361
ClC=1C=CC=2OCC[C@@H](C(=O)NC=3C=NC=C4C=CN=CC34)C2C1,BEN-DND-4f474d93-2,CVD-0014221,BEN-DND-4f474d93-2,Z4765682197,100.0,40,20,1234875-Y40-09,04_B,Single known enantiomer,,H2858742
ClC=1C=C(Cl)C=2NC(=O)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-f39f51fd-1,CVD-0015383,Z4893319302,Z4893319302,100.0,40,20,1234875-Y40-09,04_C,Racemic or presumed racemic or meso,,H2853161
