SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
COC1(CCOC=2C(F)=CC(F)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-37aac4bd-4,CVD-0015861,EDJ-MED-37aac4bd-4,Z4917828869,98.75,40,20,1234875-Y40-15,03_A,Racemic or presumed racemic or meso,,H2944398
ClC=1C=CC=C(C1)C(NC(=O)CN2N=CN3N=CC=C3C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-17,CVD-0015680,EDJ-MED-ee07cf00-17,Z4912983671,91.0,40,20,1234875-Y40-15,03_B,Racemic or presumed racemic or meso,,H2949012
ClC=1C=CC=C(C1)C(NC(=O)CN2N=C3CCCN3C(=O)C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-14,CVD-0015677,EDJ-MED-ee07cf00-14,Z4912983661,96.81,40,20,1234875-Y40-15,03_C,Racemic or presumed racemic or meso,,H2949025
CC=1N=C2CCC(CN2N1)C(=O)NC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC=C(Cl)C5,MAT-POS-a13804f0-1,CVD-0016445,EDJ-MED-ee07cf00-13,Z4912999091,100.0,40,20,1234875-Y40-15,03_D,Diastereomeric mixture,,H2949029
ClC=1C=CC=C(C1)C(NC(=O)CNC(=O)C=2C=CC(C#N)=CC2)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-ee07cf00-5,CVD-0015668,EDJ-MED-ee07cf00-5,Z4912983644,100.0,40,20,1234875-Y40-15,03_E,Racemic or presumed racemic or meso,,H2949016
"FC=1C=C2OCC[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl |o1:7,r|",MAT-POS-a13804f0-2,CVD-0016446,rel-RAL-THA-05e671eb-10-2,Z4926799017,100.0,40,20,1234875-Y40-15,03_F,Single known enantiomer,,H2958954
"FC=1C=C2OCC[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl |o1:7,r|",MAT-POS-a13804f0-3,CVD-0016447,rel-RAL-THA-05e671eb-10-1,Z4926799060,100.0,40,20,1234875-Y40-15,03_G,Single known enantiomer,,H2958955
ClC=1C=CC=C(C1)C(NC(=O)CN2C=C(Cl)C(=O)NC2=O)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-ee07cf00-16,CVD-0015679,EDJ-MED-ee07cf00-16,Z4912983668,100.0,40,20,1234875-Y40-15,03_H,Racemic or presumed racemic or meso,,H2946226
ClC=1C=CC=C(C1)C(NC(=O)CN2CCN(C3CC3)C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-18,CVD-0015681,EDJ-MED-ee07cf00-18,Z4912983672,100.0,40,20,1234875-Y40-15,03_I,Racemic or presumed racemic or meso,,H2949028
CC(NC(=O)C1CCC1)C(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4,EDJ-MED-ee07cf00-4,CVD-0015667,EDJ-MED-ee07cf00-4,Z4912983639,100.0,40,20,1234875-Y40-15,03_J,Diastereomeric mixture,,H2949015
"ClC=1C=C2NCC[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl |o1:7,r|",MAT-POS-f9802937-9,CVD-0015382,rel-MAT-POS-f9802937-9,Z4909940781,100.0,40,20,1234875-Y40-15,03_K,Single known enantiomer,,H2933414
"ClC=1C=C2NCC[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl |o1:7,r|",MAT-POS-f9802937-8,CVD-0015381,rel-MAT-POS-f9802937-8,Z4909940780,100.0,40,20,1234875-Y40-15,03_L,Single known enantiomer,,H2933413
CN1C=C(C=N1)C2=NOC(C2)C(=O)NC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC=C(Cl)C5,EDJ-MED-ee07cf00-6,CVD-0015669,EDJ-MED-ee07cf00-6,Z4912983647,100.0,40,20,1234875-Y40-15,03_M,Diastereomeric mixture,,H2949018
NC(=O)C=1C=CC(OCC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)=CC1,EDJ-MED-ee07cf00-12,CVD-0015675,EDJ-MED-ee07cf00-12,Z4912983657,96.14,40,20,1234875-Y40-15,03_N,Racemic or presumed racemic or meso,,H2949248
FC(F)(F)C=1N=CN(CC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)N1,EDJ-MED-ee07cf00-10,CVD-0015673,EDJ-MED-ee07cf00-10,Z4912983654,100.0,40,20,1234875-Y40-15,03_O,Racemic or presumed racemic or meso,,H2949024
"ClC=1C=CC=C(C1)C(NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |&1:11,14,r|",MAT-POS-a13804f0-4,CVD-0016448,EDJ-MED-ee07cf00-11,Z4919009624,97.59,40,20,1234875-Y40-15,03_P,Diastereomeric mixture,,H2949031
"ClC=1C=CC=2OCC[C@](CC(=O)N3CCN(CC3)C4CCOC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1 |o1:8,r|",ALP-POS-5bb456a5-8,CVD-0015391,rel-ALP-POS-5bb456a5-8,Z4909940789,100.0,40,20,1234875-Y40-15,04_A,Diastereomeric mixture,,H2933410
"ClC=1C=CC=2OCC[C@@](CC(=O)N3CCN(CC3)C4CCOC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1 |o1:8,r|",ALP-POS-2da19ca7-2,CVD-0015367,rel-ALP-POS-2da19ca7-2,Z4909940762,90.0,40,20,1234875-Y40-15,04_B,Diastereomeric mixture,,H2933409
ClC=1C=CC=C(C1)C(NC(=O)CC=2C=CC(=CC2)N3C=NN=N3)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-15,CVD-0015678,EDJ-MED-ee07cf00-15,Z4912983663,95.1,40,20,1234875-Y40-15,04_C,Racemic or presumed racemic or meso,,H2949026
ClC=1C=CC(=CC1Cl)C2CCCN(C2=O)C=3C=NC=C4C=CC=CC34,ALP-UNI-3735e77e-1,CVD-0015021,ALP-UNI-3735e77e-1,Z4909940770,98.98,40,20,1234875-Y40-15,04_D,Racemic or presumed racemic or meso,,H2955661
C[C@H]1COC=2C=CC(Cl)=CC2[C@@H]1C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-8a69d52e-6,CVD-0013208,Z4754686039,Z4754686039,100.0,40,20,1234875-Y40-15,04_E,Single known enantiomer,imperfect stereochemical match for MAT-POS-8a69d52e-6,H2670546
