shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
MIH-UNI-e57-5,Z4461624245,C15H22ClN3O3S,Achiral,359.871,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_A,NS(=O)(=O)CCC=1C=CC=CC1CN2CCN(CC2)C(=O)CCl,2-(2-{[4-(2-chloroacetyl)piperazin-1-yl]methyl}phenyl)ethane-1-sulfonamide
LON-WEI-babf2c61-3,Z4509080668,C29H29FN4O2,Racemic or presumed racemic or meso,484.564,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_B,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,N-(4-tert-butylphenyl)-N-[(5-cyanopyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]prop-2-enamide
LON-WEI-babf2c61-7,Z4509080696,C26H20F4N4O2,Racemic or presumed racemic or meso,496.456,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_C,FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(C#N)C3)C1,N-[(5-cyanopyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]-N-[4-(trifluoromethyl)phenyl]prop-2-enamide
BAR-COM-0f94fc3d-51,Z2414557205,C18H20N4O2,Achiral,324.377,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_D,CCN1C(=O)N(CC(=O)NC=2C(C)=CC=NC2C)C=3C=CC=CC13,"N-(2,4-dimethylpyridin-3-yl)-2-(3-ethyl-2-oxo-2,3-dihydro-1H-1,3-benzodiazol-1-yl)acetamide"
BEN-BAS-baaab58b-1,Z4511729908,C17H18N6O3,Achiral,354.363,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_E,O=C(CC=1C=CC=2NC(=O)NC2C1)NC3(CNC(=O)C4=CN=CN4)CC3,"N-({1-[2-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)acetamido]cyclopropyl}methyl)-1H-imidazole-5-carboxamide"
MAT-POS-590ac91e-2,Z3721176802,C10H14N2O2,Single known enantiomer,194.230,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_F,CO[C@@H](C)C(=O)NC=1C=NC=CC1C,(2S)-2-methoxy-N-(4-methylpyridin-3-yl)propanamide
BEN-DND-93268d01-10,Z1551794845,C12H17N3O2,Achiral,235.282,90,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_G,CC=1C=CN=CC1NC(=O)CN2CCOCC2,N-(4-methylpyridin-3-yl)-2-(morpholin-4-yl)acetamide
EDJ-MED-49816e9b-5,Z4497196446,C12H13ClN4O,Achiral,264.710,96.49,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_H,CC=1N=NN(C)C1NC(=O)CC=2C=CC=C(Cl)C2,"2-(3-chlorophenyl)-N-(1,4-dimethyl-1H-1,2,3-triazol-5-yl)acetamide"
DRA-CSI-7ec17797-18,Z4526244444,C19H18FN5O4S,Achiral,431.440,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_I,FC=1C=CC(=CC1)S(=O)(=O)N2CCC(CC2)C(=O)NC3=NN=C(O3)C=4C=CC=CN4,"1-(4-fluorobenzenesulfonyl)-N-[5-(pyridin-2-yl)-1,3,4-oxadiazol-2-yl]piperidine-4-carboxamide"
BRU-LEF-ae0-1,Z4461624250,C15H20ClN5O,Achiral,321.805,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-09,05_J,CCNC=1N=CC(C#N)=CC1CN2CCN(CC2)C(=O)CCl,5-{[4-(2-chloroacetyl)piperazin-1-yl]methyl}-6-(ethylamino)pyridine-3-carbonitrile
