shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
WIL-UNI-d4749f31-36,Z1601603381,C17H12N4O2S,Achiral,336.367,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_A,CC1=CSC2=NC=C(C(=O)NC=3C=CC=C4N=CC=CC34)C(=O)N12,"3-methyl-5-oxo-N-(quinolin-5-yl)-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxamide",H3280777,
WIL-UNI-d4749f31-39,Z1297330669,C17H13FN6O,Achiral,336.323,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_B,CN1C(NC(=O)C=2C=CC=NC2N3C=CC=N3)=NC=4C=C(F)C=CC14,"N-(5-fluoro-1-methyl-1H-1,3-benzodiazol-2-yl)-2-(1H-pyrazol-1-yl)pyridine-3-carboxamide",H3276368,
WIL-UNI-d4749f31-4,Z5095290957,C17H13ClN4O2,Achiral,340.763,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_C,ClC=1C=CC=2C(CC(=O)NC=3C=CC=C4NC(=O)NC34)=CNC2C1,"2-(6-chloro-1H-indol-3-yl)-N-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-4-yl)acetamide",H3276352,
WIL-UNI-d4749f31-15,Z5095290762,C17H13FN6O,Achiral,336.323,97.83,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_D,CC1=CC(=NN1C=2C=CC(F)=CC2)C(=O)NC=3C=NC4=NC=CN4C3,"1-(4-fluorophenyl)-N-{imidazo[1,2-a]pyrimidin-6-yl}-5-methyl-1H-pyrazole-3-carboxamide",H3275565,
WIL-UNI-d4749f31-37,Z1563977153,C17H13N5O2,Achiral,319.317,99.22,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_E,OC=1C=C(C(=O)NNC2=NC=3C=CC=CC3N2)C=4C=CC=CC4N1,"N'-(1H-1,3-benzodiazol-2-yl)-2-hydroxyquinoline-4-carbohydrazide",H3277931,
WIL-UNI-d4749f31-33,Z1323825707,C16H15N5OS,Achiral,325.388,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_F,CN(CC1=C(C)N=C2SC=CN12)C(=O)C3=CN4C=CC=CC4=N3,"N-methyl-N-({6-methylimidazo[2,1-b][1,3]thiazol-5-yl}methyl)imidazo[1,2-a]pyridine-2-carboxamide",H3278444,
WIL-UNI-d4749f31-16,Z5095290764,C15H12N6O2S,Achiral,340.359,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_G,CN1C=CN2C(CNC(=O)C=3C=CC=4N=CSC4C3)=NN=C2C1=O,"N-({7-methyl-8-oxo-7H,8H-[1,2,4]triazolo[4,3-a]pyrazin-3-yl}methyl)-1,3-benzothiazole-6-carboxamide",H3276365,
WIL-UNI-d4749f31-8,Z1272787339,C19H24N6,Racemic or presumed racemic or meso,336.434,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_H,CC1CCN(CCN1CC=2C=CC=CC2)C3=CC(C)=NC4=NC=NN34,"4-benzyl-5-methyl-1-{5-methyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-yl}-1,4-diazepane",H3278513,
WIL-UNI-d4749f31-7,Z979188824,C18H15N5O,Achiral,317.344,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_I,CN(CC1=NN=C2C=CC=CN12)C(=O)C=3C=CN=C4C=CC=CC34,"N-methyl-N-({[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)quinoline-4-carboxamide",H3277511,
WIL-UNI-d4749f31-5,Z1102997253,C15H13N7O,Achiral,307.310,90.81,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_J,CC1=NN=C(CNC=2C=CC3=NN=C(C=4C=CC=CC4)N3N2)O1,"N-[(5-methyl-1,3,4-oxadiazol-2-yl)methyl]-3-phenyl-[1,2,4]triazolo[4,3-b]pyridazin-6-amine",H3278512,
WIL-UNI-d4749f31-22,Z5095290758,C12H7BrN6OS,Achiral,363.192,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_K,BrC1=CN=C2SC(=CN12)C(=O)NC=3C=NC4=NC=CN4C3,"5-bromo-N-{imidazo[1,2-a]pyrimidin-6-yl}imidazo[2,1-b][1,3]thiazole-2-carboxamide",H3278462,
WIL-UNI-d4749f31-41,Z5095290751,C18H17N5O2,Racemic or presumed racemic or meso,335.359,95.8,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_L,CC(CNC(=O)C1=CN=C2C=CC=CN12)NC3=NC=4C=CC=CC4O3,"N-{2-[(1,3-benzoxazol-2-yl)amino]propyl}imidazo[1,2-a]pyridine-3-carboxamide",H3289696,
WIL-UNI-d4749f31-27,Z1542105923,C17H13N3O4S,Achiral,355.367,97.86,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_M,CN1C(=O)OC=2C=C(C=CC12)S(=O)(=O)NC=3C=CC=4N=CC=CC4C3,"3-methyl-2-oxo-N-(quinolin-6-yl)-2,3-dihydro-1,3-benzoxazole-6-sulfonamide",H3278556,
WIL-UNI-d4749f31-34,Z1127797173,C17H15N5OS,Achiral,337.398,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_N,CN(CC1=NC=2C=CC=CC2S1)C(=O)C=3C=CC=4N(C)N=NC4C3,"N-[(1,3-benzothiazol-2-yl)methyl]-N,1-dimethyl-1H-1,2,3-benzotriazole-5-carboxamide",H3278874,
WIL-UNI-d4749f31-10,Z5095290961,C16H15N5OS,Achiral,325.388,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_O,CC1=CN2C(CNC(=O)C=3C=NN4C=CC=CC34)=C(C)N=C2S1,"N-({2,6-dimethylimidazo[2,1-b][1,3]thiazol-5-yl}methyl)pyrazolo[1,5-a]pyridine-3-carboxamide",H3279372,
WIL-UNI-d4749f31-38,Z1725499577,C16H11N3O3,Achiral,293.276,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,03_P,O=C(NC=1C=CC=C2C=CNC12)C=3C=CC=C4NC(=O)OC34,"N-(1H-indol-7-yl)-2-oxo-2,3-dihydro-1,3-benzoxazole-7-carboxamide",H3278931,
WIL-UNI-d4749f31-31,Z1232333527,C17H15N5O2S,Racemic or presumed racemic or meso,353.398,98.35,MOON-JUL-001,,,0,40,20,1326826-Y40-20,04_A,CC(NC(=O)C1=CN=C2SC=CN2C1=O)C3=NC=4C=CC=CC4N3C,"N-[1-(1-methyl-1H-1,3-benzodiazol-2-yl)ethyl]-5-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxamide",H3280382,
WIL-UNI-d4749f31-25,Z1562961709,C19H19N5O,Racemic or presumed racemic or meso,333.387,100,MOON-JUL-001,,,0,40,20,1326826-Y40-20,04_B,C(N1CCCC(C1)C2=NC=3C=CC=CC3O2)C4=CN=C5C=NC=CN45,"2-[1-({imidazo[1,2-a]pyrazin-3-yl}methyl)piperidin-3-yl]-1,3-benzoxazole",H3279326,
WIL-UNI-d4749f31-20,Z1340694619,C18H17N5O,Racemic or presumed racemic or meso,319.360,92.07,MOON-JUL-001,,,0,40,20,1326826-Y40-20,04_C,CC(NC=1N=CN=C2C=CC=C(C)C12)C=3C=CC=4NC(=O)NC4C3,"5-{1-[(5-methylquinazolin-4-yl)amino]ethyl}-2,3-dihydro-1H-1,3-benzodiazol-2-one",H3279370,
