shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
Z4927321666,Z4927321666,C13H12Cl2N2O2S,Achiral,331.217,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_A,COCC1=CSC(CNC(=O)C=2N=CC(Cl)=CC2Cl)=C1,"3,5-dichloro-N-{[4-(methoxymethyl)thiophen-2-yl]methyl}pyridine-2-carboxamide",H3019192,
Z4927321667,Z4927321667,C22H25N3O3S,Achiral,411.517,98,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_B,NS(=O)(=O)C1=CC(CN2CCN(CC2)C(C=3C=CC=CC3)C=4C=CC=CC4)=CO1,4-{[4-(diphenylmethyl)piperazin-1-yl]methyl}furan-2-sulfonamide,H3023397,
Z2581322250,Z2581322250,C13H20N2O2S2,Diastereomeric mixture,300.440,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_C,CC1=NC(C)=C(S1)S(=O)(=O)NCC2CCCC3CC32,"N-({bicyclo[4.1.0]heptan-2-yl}methyl)-2,4-dimethyl-1,3-thiazole-5-sulfonamide",H3023020,
Z2017037582,Z2017037582,C14H18N4O4S3,Achiral,402.512,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_D,CC=1N=C(SC1S(=O)(=O)N)N2CCN(CC2)S(=O)(=O)C=3C=CC=CC3,"2-[4-(benzenesulfonyl)piperazin-1-yl]-4-methyl-1,3-thiazole-5-sulfonamide",H3023024,
Z1771041757,Z1771041757,C17H22ClN5,Racemic or presumed racemic or meso,331.843,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_E,CC(N1CCN(CC1)C=2N=NC(C)=C(C)N2)C=3C=CC=C(Cl)C3,"3-{4-[1-(3-chlorophenyl)ethyl]piperazin-1-yl}-5,6-dimethyl-1,2,4-triazine",H3023354,
Z1601880140,Z1601880140,C18H15N3O2S,Diastereomeric mixture,337.395,98.77,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_F,CC1=CSC2=NC=C(C(=O)N3C4CCC3C=5C=CC=CC45)C(=O)N12,"6-{11-azatricyclo[6.2.1.0?,?]undeca-2(7),3,5-triene-11-carbonyl}-3-methyl-5H-[1,3]thiazolo[3,2-a]pyrimidin-5-one",H3023734,
Z4921579270,Z4921579270,C19H21ClFNO2S,Racemic or presumed racemic or meso,381.891,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_G,CCS(=O)(=O)C=1C(Cl)=CC=CC1CNC(C2CC2)C=3C=CC=C(F)C3,{[3-chloro-2-(ethanesulfonyl)phenyl]methyl}[cyclopropyl(3-fluorophenyl)methyl]amine,H3026966,
Z4921579256,Z4921579256,C18H15N3O2S2,Achiral,369.460,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_H,COCC1=CSC(=C1)C2=NN=C(O2)C=3SC(=NC3C)C=4C=CC=CC4,"2-[4-(methoxymethyl)thiophen-2-yl]-5-(4-methyl-2-phenyl-1,3-thiazol-5-yl)-1,3,4-oxadiazole",H3029334,
Z2720812519,Z2720812519,C14H22N4O5S2,Achiral,390.478,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_I,CC=1C=CC(=CC1)S(=O)(=O)NCC(=O)N2CCC(CC2)NS(=O)(=O)N,4-methyl-N-{2-oxo-2-[4-(sulfamoylamino)piperidin-1-yl]ethyl}benzene-1-sulfonamide,H3030898,
Z4927321665,Z4927321665,C13H14ClNO4S3,Achiral,379.902,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-54,03_J,CCS(=O)(=O)C=1C=C(Cl)C=C(CNS(=O)(=O)C2=CC=CS2)C1,N-{[3-chloro-5-(ethanesulfonyl)phenyl]methyl}thiophene-2-sulfonamide,H3030825,
