shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
MAT-POS-22373164-2,Z5395340412,C26H26ClN5O5S2,Racemic or presumed racemic or meso,588.098,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_A,CCS(=O)(=O)NC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,"6-chloro-2-[(1-cyanocyclopropyl)methanesulfonyl]-N-(7-ethanesulfonamidoisoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3604372,29.6
EDG-MED-b8f93667-6,Z5367986391,C24H24ClN3O5S2,Racemic or presumed racemic or meso,534.047,97.63,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_B,CC1(CN(CC2CC2)S(=O)(=O)C=3C=CC(Cl)=CC31)C(=O)NC=4C=NC=C5C=C(C=CC45)S(=O)(=O)C,"6-chloro-2-(cyclopropylmethyl)-N-(7-methanesulfonylisoquinolin-4-yl)-4-methyl-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3592207,9.5
EDJ-MED-2791eece-7,Z5278655710,C23H23ClN4O2,Racemic or presumed racemic or meso,422.907,91.87,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_C,CN(C)C(=O)CN1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,"7-chloro-2-[(dimethylcarbamoyl)methyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-1-carboxamide",H3570172,2.9
EDJ-MED-378a25ea-2,Z5372150752,C26H24ClN5O4S,Racemic or presumed racemic or meso,538.017,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_D,CNC(=O)C=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)C2C1,"4-{6-chloro-2-[(1-cyanocyclopropyl)methanesulfonyl]-1,2,3,4-tetrahydroisoquinoline-4-amido}-N-methylisoquinoline-6-carboxamide",H3597943,53.2
EDJ-MED-8bb691af-8,Z5207980927,C24H21ClN4O3,Racemic or presumed racemic or meso,448.901,99,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_E,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C1=O,"2-[6-chloro-1'-(isoquinolin-4-yl)-1,2'-dioxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]-N-methylacetamide",H3591037,2.5
LUO-POS-66f38ea0-1,Z5395340426,C23H22ClN3O3S,Racemic or presumed racemic or meso,455.957,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_F,CC1(CN(CC2CC2)S(=O)(=O)C=3C=CC(Cl)=CC31)C(=O)NC=4C=NC=C5C=CC=CC45,"6-chloro-2-(cyclopropylmethyl)-N-(isoquinolin-4-yl)-4-methyl-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3592227,13.7
Z4957250972,Z4957250972,C22H19ClN2O2,Single unknown enantiomer,378.851,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_G,"ClC=1C=CC=2OCC[C@]3(CCCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1 |o1:8,r|","rel-(4R)-6-chloro-1'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,3'-piperidin]-2'-one",H3011494,6.6
MAT-POS-78ab8081-2,Z5372150750,C28H30ClN5O4S,Racemic or presumed racemic or meso,568.086,98,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_H,CN(C)CCOC=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)C2C1,"6-chloro-2-[(1-cyanocyclopropyl)methanesulfonyl]-N-{6-[2-(dimethylamino)ethoxy]isoquinolin-4-yl}-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3600024,40.5
Z5488014201,Z5488014201,C22H21ClN4O4S,Single unknown enantiomer,472.944,95.73,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_I,"CNC(=O)CN1C[C@](C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4S1(=O)=O |o1:7,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-4-methyl-2-[(methylcarbamoyl)methyl]-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3609373,32.4
MAT-POS-c88128cb-15,Z5367986304,C19H15Cl2N3O3S,Racemic or presumed racemic or meso,436.311,98.01,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-35,03_J,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=C(Cl)C34,"6-chloro-N-(5-chloroisoquinolin-4-yl)-4-methyl-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3587612,0.9
