shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
EDJ-MED-611d11e7-4,Z4943083650,C20H16ClFN2O3,Single unknown enantiomer,386.804,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_A,"CO[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34 |o1:2,r|","rel-(4R)-6-chloro-N-(6-fluoroisoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3049840,
rel_S_MAT-POS-90505e2b-1,Z4987839355,C20H13ClN2O4,Single unknown enantiomer,380.781,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_B,"ClC=1C=CC=2OCC[C@]3(OC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1 |o1:8,r|","rel-(4R)-6-chloro-4'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,2'-[1,4]oxazolidine]-3',5'-dione",H3055524,
rel_R_MAT-POS-90505e2b-1,Z4987839356,C20H13ClN2O4,Single unknown enantiomer,380.781,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_C,"ClC=1C=CC=2OCC[C@@]3(OC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1 |o1:8,r|","rel-(4R)-6-chloro-4'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,2'-[1,4]oxazolidine]-3',5'-dione",H3055525,
rel_S_EDJ-MED-611d11e7-12,Z4987839352,C18H13ClFN3O2,Single unknown enantiomer,357.766,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_D,"FC=1C=C2OCC[C@H](C(=O)NC=3C=NC=C4C=CN=CC34)C2=CC1Cl |o1:7,r|","rel-(4R)-6-chloro-7-fluoro-N-(2,6-naphthyridin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3050735,
EDJ-MED-611d11e7-12,Z4943083661,C18H13ClFN3O2,Single unknown enantiomer,357.766,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_E,"FC=1C=C2OCC[C@@H](C(=O)NC=3C=NC=C4C=CN=CC34)C2=CC1Cl |o1:7,r|","rel-(4R)-6-chloro-7-fluoro-N-(2,6-naphthyridin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3050736,
rel_R_EDJ-MED-611d11e7-4,Z4987839350,C20H16ClFN2O3,Single unknown enantiomer,386.804,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_F,"CO[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34 |o1:2,r|","rel-(4R)-6-chloro-N-(6-fluoroisoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3049841,
rel_S_EDJ-MED-611d11e7-5,Z4987422261,C19H14Cl2FN3O,Single unknown enantiomer,390.238,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_G,"FC=1C=CC=2C=NC=C(NC(=O)[C@H]3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1 |o1:12,r|","rel-(4R)-6,7-dichloro-N-(6-fluoroisoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3051799,
EDJ-MED-611d11e7-5,Z4943083651,C19H14Cl2FN3O,Single unknown enantiomer,390.238,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_H,"FC=1C=CC=2C=NC=C(NC(=O)[C@@H]3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1 |o1:12,r|","rel-(4R)-6,7-dichloro-N-(6-fluoroisoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3051800,
rel_S_EDJ-MED-611d11e7-8,Z4987839349,C20H17Cl2N3O2,Single unknown enantiomer,402.273,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_I,"COC=1C=CC=2C=NC=C(NC(=O)[C@H]3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1 |o1:13,r|","rel-(4R)-6,7-dichloro-N-(6-methoxyisoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3051901,
EDJ-MED-611d11e7-8,Z4943083655,C20H17Cl2N3O2,Single unknown enantiomer,402.273,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-44,05_J,"COC=1C=CC=2C=NC=C(NC(=O)[C@@H]3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1 |o1:13,r|","rel-(4R)-6,7-dichloro-N-(6-methoxyisoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3051902,
