CID,SMILES,,,,,
EDJ-MED-fb79a796-3,Clc1ccc2CN(CC(C(=O)Nc3nncn3C3CC3)c2c1)S(=O)(=O)CC1(CC1)C#N,,,,,
EDJ-MED-fd8ed875-3,CNC(=O)CN1CC2(C=CN(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2C1=O,,,,,
EDJ-MED-fd8ed875-2,CNC(=O)C1(CC1)N1CC2(N=CN(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2C1=O,,,,,
EDJ-MED-976a33d5-1,CNC(=O)C1(CC1)N1CC2(CCN(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2C1=O,,,,,
EDJ-MED-a12e3a20-1,Clc1ccc2CN(CC3(C(=O)CN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,,,,,
EDG-MED-00af8776-1,Clc1ccc2CN(CC3(N=CN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,,,,,
EDJ-MED-cc48ee33-7,Cn1nccc1CN1CC2(CCN(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2C1=O,,,,,
ALP-POS-ecbed2ba-7,CNC(=O)C1(CC1)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,,,,,
EDJ-MED-cc48ee33-5,Cc1cc(C(=O)N2Cc3ccc(Cl)cc3C3(CCN(C3=O)c3cncc4ccccc34)C2)n(C)n1,,,,,
PET-UNK-7e9559de-4 ,O=C1N(c2cncc3ccccc23)CCC12CN(Cc1nncs1)Cc1ccc(Cl)cc12,,,,,
EDJ-MED-cc48ee33-4,Cc1cnn(C)c1C(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,,,,,
MAT-POS-be048f2c-5,CCn1nccc1C(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,,,,,
MAT-POS-be048f2c-6,CC(C)n1nccc1C(=O)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,,,,,
MAT-POS-be048f2c-7,O=C(c1ccnn1C1CC1)N1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,,,,,
MAT-POS-50a80394-1,CC1CN(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,,,,,
MAT-POS-50a80394-2,CCC1CN(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,,,,,
