shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID
MAT-POS-3b536971-2,Z4765682199,C21H20ClN3O3,Achiral,397.854,95.96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_A,COC=1C=CC=C2NC(=O)C=C(C(=O)N3CCN(CC3)C=4C=CC=C(Cl)C4)C12,"4-[4-(3-chlorophenyl)piperazine-1-carbonyl]-5-methoxy-1,2-dihydroquinolin-2-one",H2784371
ALP-POS-696356e4-1,Z4766813416,C19H14ClFN2O2,Racemic or presumed racemic or meso,356.778,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_B,FC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,"6-chloro-N-(6-fluoroisoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2787272
MAT-POS-afd4d4fd-2,Z4655756135,C16H12ClN3O,Achiral,297.738,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_C,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)N1,2-(6-chloropyridin-2-yl)-N-(isoquinolin-4-yl)acetamide,H2784181
MAT-POS-53907a1c-3,Z4669293897,C27H29ClN4O3,Racemic or presumed racemic or meso,492.997,92.71,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_D,ClC=1C=C(OC2CC(=O)N2)C=C(C1)N(CCC3CCCCC3)C(=O)NC=4C=NC=C5C=CC=CC45,3-{3-chloro-5-[(4-oxoazetidin-2-yl)oxy]phenyl}-3-(2-cyclohexylethyl)-1-(isoquinolin-4-yl)urea,H2797866
ERI-UCB-d6de1f3c-1,Z4760934702,C20H16ClN3O3,Achiral,381.812,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_E,ClC=1C=CC=C(C1)N2CCN(CC2=O)C(=O)C3=CC(=O)NC=4C=CC=CC34,"4-[4-(3-chlorophenyl)-3-oxopiperazine-1-carbonyl]-1,2-dihydroquinolin-2-one",H2797718
ERI-UCB-d6de1f3c-2,Z4760934703,C20H16ClN3O2,Achiral,365.812,98.97,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_F,ClC=1C=CC=C(C1)N2CCN(CC2=O)C(=O)C=3C=NC=C4C=CC=CC34,1-(3-chlorophenyl)-4-(isoquinoline-4-carbonyl)piperazin-2-one,H2797709
MAT-POS-8fd29122-1,Z4824757166,C15H16N2O4,Achiral,288.298,96.61,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_G,COC=1C=CC=CC1OCCNC(=O)C=2C=C(O)C=CN2,4-hydroxy-N-[2-(2-methoxyphenoxy)ethyl]pyridine-2-carboxamide,H2796711
ALP-POS-8b8a49e1-4,Z4221813329,C15H17ClN2O3,Diastereomeric mixture,308.760,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_H,ClC=1C=CC=2OCCC(C(=O)NC3CCNC(=O)C3)C2C1,"6-chloro-N-(2-oxopiperidin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2795774
MAT-POS-8fd29122-2,Z2933360188,C16H16ClN3O2,Achiral,317.770,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_I,OC=1C=CN=C(C1)C(=O)N2CCN(CC2)C=3C=CC=C(Cl)C3,2-[4-(3-chlorophenyl)piperazine-1-carbonyl]pyridin-4-ol,H2796708
MAT-POS-23a8a11a-1,Z4778736893,C17H12Cl2N2O,Achiral,331.195,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_J,ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1Cl,"2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)acetamide",H2796709
PET-UNK-c9c1e0d8-3,Z4760934701,C20H17ClN2O,Racemic or presumed racemic or meso,336.814,97,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_K,ClC=1C=CC=C(C1)C2CCCN(C2=O)C=3C=NC=C4C=CC=CC34,3-(3-chlorophenyl)-1-(isoquinolin-4-yl)piperidin-2-one,H2795809
VLA-UCB-29506327-1,Z4780165443,C20H14ClN3O3,Racemic or presumed racemic or meso,379.796,95.98,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_L,ClC=1C=CC=2OCCC3(NC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-1'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,4'-imidazolidine]-2',5'-dione",H2787890
Z4774556171,Z4774556171,C27H27N3O3,Diastereomeric mixture,441.521,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_M,CN(C)C(=O)C(CNC(=O)[C@H](N1CC=2C=CC=CC2C1=O)C=3C=CC=CC3)C=4C=CC=CC4,"N,N-dimethyl-3-[(2R)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenylacetamido]-2-phenylpropanamide",H2776777
Z2893976662,Z2893976662,C22H19N3O2,Single known enantiomer,357.405,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_N,CC=1C=CC=C(NC(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4)N1,"(2R)-N-(6-methylpyridin-2-yl)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenylacetamide",H0498477
Z2894086883,Z2894086883,C22H17ClN2O2,Single known enantiomer,376.835,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_O,ClC=1C=CC(NC(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4)=CC1,"(2R)-N-(4-chlorophenyl)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenylacetamide",H0497415
Z2894086882,Z2894086882,C21H17N3O2,Single known enantiomer,343.378,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_P,O=C(NC=1C=CN=CC1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,"(2R)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenyl-N-(pyridin-4-yl)acetamide",H0497414
Z2894086941,Z2894086941,C22H17FN2O2,Single known enantiomer,360.380,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-31,05_Q,FC=1C=CC(NC(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4)=CC1,"(2R)-N-(4-fluorophenyl)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)-2-phenylacetamide",H0497402
