shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
ALP-UNI-3735e77e-4,Z4897373677,C19H15Cl2N3O,Racemic or presumed racemic or meso,372.247,96.86,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-42,03_A,ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,"6,7-dichloro-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H2904531,
ALP-POS-5bb456a5-7,Z4909940788,C29H31ClN4O4,Diastereomeric mixture,535.033,90.2,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-42,03_B,ClC=1C=CC=2OCCC(CC(=O)N3CCN(CC3)C4CCOC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,"6-chloro-N-(isoquinolin-4-yl)-4-{2-oxo-2-[4-(oxolan-3-yl)piperazin-1-yl]ethyl}-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2906547,
VLA-UNK-82501c2c-2,Z4909940768,C16H11Cl2N3O,Achiral,332.184,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-42,03_C,ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CN=CC23)=CC1Cl,"2-(3,4-dichlorophenyl)-N-(2,6-naphthyridin-4-yl)acetamide",H2918105,
MAT-POS-78e1d523-2,Z4919285336,C22H20ClN3O3,Racemic or presumed racemic or meso,409.865,97.96,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-42,03_D,CNC(=O)C1(CC(=O)NC=2C=NC=C3C=CC=CC23)CCOC=4C=CC(Cl)=CC41,"6-chloro-4-{[(isoquinolin-4-yl)carbamoyl]methyl}-N-methyl-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2921738,
rac-EDJ-MED-4c7486ba-9,Z4878370968,C25H24ClN3O4S,Diastereomeric mixture,497.993,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-42,03_E,OC1(CCSC1)C(=O)NCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,"6-chloro-4-{[(3-hydroxythiolan-3-yl)formamido]methyl}-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2902981,
BEN-BAS-c2bc0d80-6,Z4916547475,C21H16Cl2N2O3,Racemic or presumed racemic or meso,415.269,100,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,40,20,1178796-Y40-42,03_F,Cl.ClC=1C=CC=2OCCC3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-1'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,3'-pyrrolidine]-2',5'-dione hydrochloride",H2902979,
rel-EDG-MED-971238d3-4-1,Z4917302750,C19H17Cl2N3O2,Single known enantiomer,390.263,100,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,40,20,1178796-Y40-42,03_G,"Cl.N[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|","rel-(4R)-4-amino-6-chloro-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide hydrochloride",H2911272,
rel-MAT-POS-f9802937-6,Z4909940778,C22H20ClN3O3,Single known enantiomer,409.865,98.49,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-42,03_H,"CNC(=O)C[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:5,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-4-[(methylcarbamoyl)methyl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2905525,
rel-MAT-POS-f9802937-5,Z4909940777,C22H20ClN3O3,Single known enantiomer,409.865,98.03,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-42,03_I,"CNC(=O)C[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:5,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-4-[(methylcarbamoyl)methyl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2905524,
EDJ-MED-8c98ee63-2,Z4919384407,C25H25Cl2N5O2,Racemic or presumed racemic or meso,498.404,97.73,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,40,20,1178796-Y40-42,03_J,Cl.CN1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=N1,"6-chloro-N-(isoquinolin-4-yl)-4-({[(1-methyl-1H-pyrazol-3-yl)methyl]amino}methyl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide hydrochloride",H2906549,
