shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
LON-WEI-babf2c61-10,Z4509080725,C25H27FN4O3,Racemic or presumed racemic or meso,450.505,90.54,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_A,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,"N-(5-tert-butyl-1,2-oxazol-3-yl)-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(pyridin-3-yl)methyl)prop-2-enamide"
NAU-LAT-64f4b287-4,Z1562148574,C18H18ClNO2,Racemic or presumed racemic or meso,315.794,85.67,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_B,COC=1C=CC=2CC(N(CC2C1)C(=O)CCl)C=3C=CC=CC3,"2-chloro-1-(7-methoxy-3-phenyl-1,2,3,4-tetrahydroisoquinolin-2-yl)ethan-1-one"
MAT-POS-590ac91e-52,Z1222830091,C21H19N3O6,Racemic or presumed racemic or meso,409.392,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_C,CCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(=CC34)[N+](=O)[O-],"N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-N-ethyl-6-nitro-2-oxo-1,2-dihydroquinoline-4-carboxamide"
JAG-UCB-a3ef7265-12,Z2697373477,C14H17N3O,Achiral,243.304,97.95,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_D,CC1=CN=CN1CC(=O)NC=2C=C(C)C=C(C)C2,"N-(3,5-dimethylphenyl)-2-(5-methyl-1H-imidazol-1-yl)acetamide"
BEN-DND-61647d40-18,Z1177713653,C13H11ClN2O2,Achiral,262.691,95.59,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_E,OC=1C=CC(Cl)=CC1NC(=O)CC=2C=CC=NC2,N-(5-chloro-2-hydroxyphenyl)-2-(pyridin-3-yl)acetamide
BEN-DND-61647d40-8,Z1331696129,C14H11N3O2,Achiral,253.256,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_F,OC=1C=CC(C#N)=CC1NC(=O)CC=2C=CC=NC2,N-(5-cyano-2-hydroxyphenyl)-2-(pyridin-3-yl)acetamide
BEN-DND-7e92b6ca-8,Z1418828864,C20H25N3O4S,Achiral,403.495,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_G,CC=1C=C(C)C(C)=C(C1C)S(=O)(=O)N2CCN(CC2)C(=O)C=3C=CNC(=O)C3,"4-[4-(2,3,5,6-tetramethylbenzenesulfonyl)piperazine-1-carbonyl]-1,2-dihydropyridin-2-one"
ALP-POS-95b75b4d-6,Z1085342634,C13H11ClN2O2,Achiral,262.691,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_H,OC=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-N-(4-hydroxypyridin-3-yl)acetamide
BEN-DND-93268d01-7,Z1129284855,C15H15FN2O,Achiral,258.290,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_I,CC=1C=CN=CC1NC(=O)CCC=2C=CC=CC2F,3-(2-fluorophenyl)-N-(4-methylpyridin-3-yl)propanamide
MAT-POS-590ac91e-28,Z3080739930,C13H16N2O2,Diastereomeric mixture,232.278,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-08,03_J,CC=1C=CN=CC1NC(=O)C2C3CCOCC23,N-(4-methylpyridin-3-yl)-3-oxabicyclo[4.1.0]heptane-7-carboxamide
