shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
LON-WEI-babf2c61-10,Z4509080725,C25H27FN4O3,Racemic or presumed racemic or meso,450.505,90.54,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,01_A,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,"N-(5-tert-butyl-1,2-oxazol-3-yl)-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(pyridin-3-yl)methyl)prop-2-enamide"
LON-WEI-babf2c61-10,Z4509080725,C25H27FN4O3,Racemic or presumed racemic or meso,450.505,90.54,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,01_B,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,"N-(5-tert-butyl-1,2-oxazol-3-yl)-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(pyridin-3-yl)methyl)prop-2-enamide"
WAR-XCH-72a-5,Z4461624317,C20H35ClN2O2,Diastereomeric mixture,370.957,92,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,01_C,OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,2-chloro-1-{3-[(cyclohexylmethyl)(4-hydroxycyclohexyl)amino]piperidin-1-yl}ethan-1-one
WAR-XCH-72a-5,Z4461624317,C20H35ClN2O2,Diastereomeric mixture,370.957,92,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,01_D,OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,2-chloro-1-{3-[(cyclohexylmethyl)(4-hydroxycyclohexyl)amino]piperidin-1-yl}ethan-1-one
AAR-POS-ac4b8cb8-1,Z2216906921,C15H26N2O5,Diastereomeric mixture,314.377,99,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,01_E,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,"(2S,3S)-3-{[(1S)-3-methyl-1-[(3-methylbutyl)carbamoyl]butyl]carbamoyl}oxirane-2-carboxylic acid"
AAR-POS-ac4b8cb8-1,Z2216906921,C15H26N2O5,Diastereomeric mixture,314.377,99,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,01_F,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,"(2S,3S)-3-{[(1S)-3-methyl-1-[(3-methylbutyl)carbamoyl]butyl]carbamoyl}oxirane-2-carboxylic acid"
LON-WEI-babf2c61-10,Z4509080725,C25H27FN4O3,Racemic or presumed racemic or meso,450.505,90.54,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,02_A,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,"N-(5-tert-butyl-1,2-oxazol-3-yl)-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(pyridin-3-yl)methyl)prop-2-enamide"
LON-WEI-babf2c61-10,Z4509080725,C25H27FN4O3,Racemic or presumed racemic or meso,450.505,90.54,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,02_B,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,"N-(5-tert-butyl-1,2-oxazol-3-yl)-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(pyridin-3-yl)methyl)prop-2-enamide"
WAR-XCH-72a-5,Z4461624317,C20H35ClN2O2,Diastereomeric mixture,370.957,92,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,02_C,OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,2-chloro-1-{3-[(cyclohexylmethyl)(4-hydroxycyclohexyl)amino]piperidin-1-yl}ethan-1-one
WAR-XCH-72a-5,Z4461624317,C20H35ClN2O2,Diastereomeric mixture,370.957,92,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,02_D,OC1CCC(CC1)N(CC2CCCCC2)C3CCCN(C3)C(=O)CCl,2-chloro-1-{3-[(cyclohexylmethyl)(4-hydroxycyclohexyl)amino]piperidin-1-yl}ethan-1-one
AAR-POS-ac4b8cb8-1,Z2216906921,C15H26N2O5,Diastereomeric mixture,314.377,99,200415-FTE / COVID-19,,,0,0.5,20,1178796-500NL-03,02_E,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,"(2S,3S)-3-{[(1S)-3-methyl-1-[(3-methylbutyl)carbamoyl]butyl]carbamoyl}oxirane-2-carboxylic acid"
