shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
Z5141328974,Z5141328974,C19H13F2N3O2,Racemic or presumed racemic or meso,353.322,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_A,FC=1C=C(F)C=2C(=O)NCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6,8-difluoro-N-(isoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3313185,11.8
Z5060771471,Z5060771471,C22H20ClN3O4S,Racemic or presumed racemic or meso,457.929,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_B,CCC1(CNC(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(=CC34)S(=O)(=O)C,"6-chloro-4-ethyl-N-(6-methanesulfonylisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3304559,106.7
Z5032732285,Z5032732285,C16H14ClN3O,Achiral,299.754,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_C,CN1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,"2-(3-chlorophenyl)-N-{1-methyl-1H-pyrrolo[3,2-c]pyridin-7-yl}acetamide",H3294091,4.5
Z5169210112,Z5169210112,C24H23ClN4O2,Racemic or presumed racemic or meso,434.918,92.55,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_D,ClC=1C=CC=2CN(CC(=O)NC3CC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-2-[(cyclopropylcarbamoyl)methyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3311709,16.9
Z5169210120,Z5169210120,C23H20ClN5O2,Racemic or presumed racemic or meso,433.890,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_E,ClC=1C=CC=2CN(CC(=O)NCC#N)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6-chloro-2-{[(cyanomethyl)carbamoyl]methyl}-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3313195,10.4
Z5115885801,Z5115885801,C18H15ClN4O2,Racemic or presumed racemic or meso,354.790,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_F,CC1=CC=CN2N=CC(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)=C12,"6-chloro-N-{4-methylpyrazolo[1,5-a]pyridin-3-yl}-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3314697,10.9
Z5169210090,Z5169210090,C26H25ClN4O4S,Racemic or presumed racemic or meso,525.019,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_G,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCOCC5)C#N,"6-chloro-2-[(4-cyanooxan-4-yl)methanesulfonyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3314775,12.6
Z5169210106,Z5169210106,C23H20ClF2N3O3S,Diastereomeric mixture,491.938,92.56,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_H,FC1(F)CC1CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,"6-chloro-2-[(2,2-difluorocyclopropyl)methanesulfonyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3314750,8.6
Z5169210158,Z5169210158,C23H23ClN4O3S,Racemic or presumed racemic or meso,470.971,97.41,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_I,CN(C1CC1)S(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,"6-chloro-2-[cyclopropyl(methyl)sulfamoyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3314754,14.1
Z5169210027,Z5169210027,C18H14ClFN2O2,Achiral,344.767,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_J,COC=1C=C2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2=CC1F,2-(3-chlorophenyl)-N-(6-fluoro-7-methoxyisoquinolin-4-yl)acetamide,H3317341,23.6
Z5169210178,Z5169210178,C21H17ClN4O3S,Racemic or presumed racemic or meso,440.902,90.57,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-61,05_K,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC#N,"6-chloro-2-(cyanomethanesulfonyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3314761,4.1
