shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
Z5141328966,Z5141328966,C22H19ClN4O3,Racemic or presumed racemic or meso,422.864,99.38,COVID-19,,,0,40,20,1178796-Y40-67,03_A,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(isoquinolin-4-yl)-2-[(methylcarbamoyl)methyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3282094,18.6
EDJ-MED-d9f3798e-1,Z5115885784,C20H17ClN4O4S,Racemic or presumed racemic or meso,444.891,98.86,COVID-19,,,0,40,20,1178796-Y40-67,03_B,CS(=O)(=O)NC=1C=CC=2C=NC=C(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)C2C1,"6-chloro-N-(6-methanesulfonamidoisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3264608,13.1
Z5141328964,Z5141328964,C20H18ClN3O3S,Racemic or presumed racemic or meso,415.893,100,COVID-19,,,0,40,20,1178796-Y40-67,03_C,CN(C)C(=O)C1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,"4-(6-chloro-3,4-dihydro-2H-1-benzopyran-4-amido)-N,N-dimethylthieno[2,3-c]pyridine-2-carboxamide",H3275445,41.7
ALP-POS-6f6ae286-1,Z5125346349,C19H13ClFN3O2,Racemic or presumed racemic or meso,369.776,100,COVID-19,,,0,40,20,1178796-Y40-67,03_D,FC=1C=CC=2C(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,"6-chloro-N-(7-fluoroisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3276011,31.6
EDJ-MED-dd2a8363-3,Z5115885802,C17H17ClN4O2,Racemic or presumed racemic or meso,344.795,100,COVID-19,,,0,40,20,1178796-Y40-67,03_E,ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NN4CCCCC34)C2C1,"6-chloro-1-oxo-N-{4H,5H,6H,7H-pyrazolo[1,5-a]pyridin-3-yl}-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3274254,46.1
EDJ-MED-dd2a8363-1,Z5115885796,C17H13ClN4O2,Racemic or presumed racemic or meso,340.763,100,COVID-19,,,0,40,20,1178796-Y40-67,03_F,ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NN4C=CC=CC34)C2C1,"6-chloro-1-oxo-N-{pyrazolo[1,5-a]pyridin-3-yl}-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3274256,23.2
EDJ-MED-6e43a462-3,Z5115885791,C16H14ClN3O2,Achiral,315.754,100,COVID-19,,,0,40,20,1178796-Y40-67,03_G,COC1=CC=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N12,"2-(3-chlorophenyl)-N-{5-methoxyimidazo[1,2-a]pyridin-3-yl}acetamide",H3278560,31
EDJ-MED-b24713dc-2,Z5115885792,C16H14ClN3O,Achiral,299.754,100,COVID-19,,,0,40,20,1178796-Y40-67,03_H,CC1=CC=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N12,"2-(3-chlorophenyl)-N-{5-methylimidazo[1,2-a]pyridin-3-yl}acetamide",H3271542,13.3
RAL-THA-176e263b-1,Z5115885789,C21H18ClN3O2,Racemic or presumed racemic or meso,379.839,96.09,COVID-19,,,0,40,20,1178796-Y40-67,03_I,CCC1(CNC(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-4-ethyl-N-(isoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3268509,4
MAT-POS-a2421bb6-2,Z5060771461,C19H20ClN3O2,Diastereomeric mixture,357.834,100,COVID-19,,,0,40,20,1178796-Y40-67,03_J,CNC1CCC=2C1=CN=CC2NC(=O)C3CCOC=4C=CC(Cl)=CC34,"6-chloro-N-[7-(methylamino)-5H,6H,7H-cyclopenta[c]pyridin-4-yl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3273669,0
Z4994097664,Z4994097664,C23H32F3N5O4,Single known enantiomer,499.526,,COVID-19,,,0,40,20,1178796-Y40-67,03_K,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C2(C)C,"(1R,2S,5S)-N-[(1S)-1-cyano-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]-3-[(2S)-3,3-dimethyl-2-(2,2,2-trifluoroacetamido)butanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide",T4090180,7.2
