shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
ALP-POS-5de921e7-3A,Z5021905553,C16H16ClN3O2,Racemic or presumed racemic or meso,317.770,95.7,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_A,CC=1C=CN=C(N)C1NC(=O)C2CCOC=3C=CC(Cl)=CC23,"N-(2-amino-4-methylpyridin-3-yl)-6-chloro-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3136535,14.9
MAT-POS-4223bc15-14,Z5047758739,C23H24Cl2N4O3S,Racemic or presumed racemic or meso,507.432,95.19,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,40,20,1178796-Y40-60,03_B,Cl.ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CNC5,"2-[(azetidin-3-yl)methanesulfonyl]-6-chloro-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide hydrochloride",H3158098,28
MAT-POS-4223bc15-15,Z5047758289,C22H22Cl2N4O3S,Racemic or presumed racemic or meso,493.406,98.23,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,40,20,1178796-Y40-60,03_C,Cl.ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CNC5,"2-(azetidine-3-sulfonyl)-6-chloro-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide hydrochloride",H3158096,28.7
MAT-POS-dc2604c4-3,Z5033032682,C24H23Cl2N5O3S,Racemic or presumed racemic or meso,532.442,95.11,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,40,20,1178796-Y40-60,03_D,Cl.ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N,"6-chloro-2-[(3-cyanoazetidin-3-yl)methanesulfonyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide hydrochloride",H3158094,17.3
MAT-POS-dc2604c4-1,Z5018905169,C24H21ClN4O3S,Racemic or presumed racemic or meso,480.966,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_E,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CC5)C#N,"6-chloro-2-[(1-cyanocyclopropyl)methanesulfonyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3157799,17.9
MAT-POS-4223bc15-5,Z4973388887,C21H20ClN3O4S,Racemic or presumed racemic or meso,445.919,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_F,OCCS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-2-(2-hydroxyethanesulfonyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3160922,7.7
EDJ-MED-b7309adf-2,Z5012902035,C19H14Cl2N2O3S,Racemic or presumed racemic or meso,421.297,96.29,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_G,ClC=1C=CC2=C(C1)C(CCS2(=O)=O)C(=O)NC=3C=NC=C4C=C(Cl)C=CC34,"6-chloro-N-(7-chloroisoquinolin-4-yl)-1,1-dioxo-3,4-dihydro-2H-1??-benzothiopyran-4-carboxamide",H3156004,7.1
MAT-POS-d8472c4f-4,Z5037765019,C19H11Cl2N3O,Achiral,368.216,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_H,ClC=1C=C2N=CC=C(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,"6,7-dichloro-N-(isoquinolin-4-yl)quinoline-4-carboxamide",H3141041,10.7
EDJ-MED-1981ceba-3,Z5018905140,C23H23ClN4O4S,Racemic or presumed racemic or meso,486.971,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_I,COC1CN(C1)S(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,"6-chloro-N-(isoquinolin-4-yl)-2-[(3-methoxyazetidin-1-yl)sulfonyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3157793,13
EDJ-MED-1981ceba-1,Z5018905129,C23H23ClN4O4S,Racemic or presumed racemic or meso,486.971,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_J,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)N5CCOCC5,"6-chloro-N-(isoquinolin-4-yl)-2-(morpholine-4-sulfonyl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3157797,3.3
EDJ-MED-b7309adf-1,Z5012902034,C19H14ClFN2O3S,Racemic or presumed racemic or meso,404.842,90.31,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_K,FC=1C=CC=2C(NC(=O)C3CCS(=O)(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,"6-chloro-N-(7-fluoroisoquinolin-4-yl)-1,1-dioxo-3,4-dihydro-2H-1??-benzothiopyran-4-carboxamide",H3156005,4.3
ALP-UNI-dbb9503d-2,Z4991901953,C21H19ClN2O2,Racemic or presumed racemic or meso,366.840,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_L,COC1(CCCN(C1=O)C=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4,3-(3-chlorophenyl)-1-(isoquinolin-4-yl)-3-methoxypiperidin-2-one,H3164564,11
EDJ-MED-fa7708b3-2,Z5018905161,C22H19ClN6O,Racemic or presumed racemic or meso,418.878,97,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-60,03_M,ClC=1C=CC=2CN(CC3=NC=NN3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-N-(isoquinolin-4-yl)-2-[(1H-1,2,4-triazol-5-yl)methyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3157787,6.9
