shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
MAT-POS-90fd5f68-38,Z5261485099,C18H13ClN2O3,Achiral,340.760,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_A,OC(=O)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,4-[2-(3-chlorophenyl)acetamido]isoquinoline-7-carboxylic acid,H3420487,11.2
MAT-POS-e119ab4f-3,Z5278655724,C23H21ClN4O3,Racemic or presumed racemic or meso,436.890,96.36,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_B,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=C(C)C23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-2-[(methylcarbamoyl)methyl]-N-(5-methylisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3421703,30.7
EDJ-MED-159244ea-1,Z5207980861,C21H17ClN2O2,Racemic or presumed racemic or meso,364.824,96.99,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_C,ClC=1C=CC=2OCCC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-1'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,3'-pyrrolidin]-2'-one",H3421719,100
MAT-POS-5cd9ea36-19,Z5169210150,C23H25ClN4O3S,Racemic or presumed racemic or meso,472.987,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_D,CC(C)N(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N-(isoquinolin-4-yl)-2-[methyl(propan-2-yl)sulfamoyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3405899,7
EDJ-MED-b774e9fe-2,Z5261485096,C20H18ClN3O3S,Racemic or presumed racemic or meso,415.893,97.1,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_E,CS(=O)(=O)N1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,"7-chloro-N-(isoquinolin-4-yl)-2-methanesulfonyl-1,2,3,4-tetrahydroisoquinoline-1-carboxamide",H3412407,22.8
MAT-POS-e119ab4f-2,Z5278655723,C22H18ClFN4O3,Racemic or presumed racemic or meso,440.854,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_F,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC(F)=CC23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(6-fluoroisoquinolin-4-yl)-2-[(methylcarbamoyl)methyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3415059,67.4
MAT-POS-90fd5f68-37,Z5261485098,C18H13ClN2O3,Achiral,340.760,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_G,OC(=O)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,4-[2-(3-chlorophenyl)acetamido]isoquinoline-6-carboxylic acid,H3404122,7.5
PET-UNK-d899bab6-1,Z5261485121,C19H18ClN3O,Achiral,339.818,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_H,CN(C)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,2-(3-chlorophenyl)-N-[6-(dimethylamino)isoquinolin-4-yl]acetamide,H3404120,12.1
MAT-POS-90fd5f68-2,Z5261485101,C19H16ClN3O2,Achiral,353.802,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_I,CNC(=O)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,4-[2-(3-chlorophenyl)acetamido]-N-methylisoquinoline-7-carboxamide,H3413983,10.1
MAT-POS-90fd5f68-28,Z5261485123,C19H18ClN3O3S,Achiral,403.882,96.85,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_J,CN(C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1)S(=O)(=O)C,2-(3-chlorophenyl)-N-[6-(N-methylmethanesulfonamido)isoquinolin-4-yl]acetamide,H3428036,23.6
MAT-POS-90fd5f68-20,Z5261485106,C19H16ClN3O2,Achiral,353.802,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_K,CNC(=O)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,4-[2-(3-chlorophenyl)acetamido]-N-methylisoquinoline-6-carboxamide,H3416518,21.1
MAT-POS-90fd5f68-14,Z5261485117,C23H24ClN3O2,Achiral,409.908,98.23,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_L,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=C(OCCN4CCCC4)C=CC23)C1,2-(3-chlorophenyl)-N-{7-[2-(pyrrolidin-1-yl)ethoxy]isoquinolin-4-yl}acetamide,H3420114,56.8
EDJ-MED-12c4873b-5,Z5261485076,C23H21ClN4O2,Diastereomeric mixture,420.891,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_M,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C5CCNC5=O,"6-chloro-N-(isoquinolin-4-yl)-2-(2-oxopyrrolidin-3-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3428033,8.5
MAT-POS-90fd5f68-7,Z5261485112,C19H18ClN3O,Achiral,339.818,97.02,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_N,CN(C)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,2-(3-chlorophenyl)-N-[7-(dimethylamino)isoquinolin-4-yl]acetamide,H3420489,28.5
MAT-POS-90fd5f68-1,Z5261485100,C18H14ClN3O2,Achiral,339.775,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-76,03_O,NC(=O)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,4-[2-(3-chlorophenyl)acetamido]isoquinoline-7-carboxamide,H3426111,41.8
