shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
CHR-SOS-363-1,Z4444621855,C12H9N5O,Achiral,239.232,97.66,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,A03,O=C(NC=1C=CC=NC1)NC=2C=NC=C(C#N)C2,1-(5-cyanopyridin-3-yl)-3-(pyridin-3-yl)urea
GAB-REV-70c-22,Z4444622014,C16H14ClN3O2,Achiral,315.754,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,B03,CC=1C=CN=CC1NC(=O)CCC2=NC=3C=C(Cl)C=CC3O2,"3-(5-chloro-1,3-benzoxazol-2-yl)-N-(4-methylpyridin-3-yl)propanamide"
EDG-MED-0da5ad92-13,Z1460846673,C14H13ClN2O,Achiral,260.718,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,C03,CC=1C=CC(NC(=O)CC=2C=CC=C(Cl)C2)=CN1,2-(3-chlorophenyl)-N-(6-methylpyridin-3-yl)acetamide
EDG-MED-0da5ad92-12,Z1354993587,C14H13ClN2O,Achiral,260.718,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,D03,CC=1C=NC=C(NC(=O)CC=2C=CC=C(Cl)C2)C1,2-(3-chlorophenyl)-N-(5-methylpyridin-3-yl)acetamide
KUS-THE-322-7,Z4466167933,C15H19ClN8O2,Racemic or presumed racemic or meso,378.816,98.06,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,E03,ClC=1C=NN(CCN2C(=NN=C2N3CCNC(=O)C3)C4CCC(=O)N4)C1,"4-{4-[2-(4-chloro-1H-pyrazol-1-yl)ethyl]-5-(5-oxopyrrolidin-2-yl)-4H-1,2,4-triazol-3-yl}piperazin-2-one"
EDG-MED-0da5ad92-21,Z4198291056,C12H12ClN3O,Achiral,249.696,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,F03,CC=1NN=CC1NC(=O)CC=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-N-(5-methyl-1H-pyrazol-4-yl)acetamide
KUS-THE-322-5,Z4466167917,C17H26N8O2,Racemic or presumed racemic or meso,374.440,91.95,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,G03,CC1=NC(CCN2C(=NN=C2N3CCOC(C)(C)C3)C4CCC(=O)N4)=NN1,"5-[5-(2,2-dimethylmorpholin-4-yl)-4-[2-(5-methyl-1H-1,2,4-triazol-3-yl)ethyl]-4H-1,2,4-triazol-3-yl]pyrrolidin-2-one"
JAN-GHE-83b26c96-12,Z1129289393,C14H13BrN2O,Achiral,305.169,96.21,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,H03,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(Br)C2,2-(3-bromophenyl)-N-(4-methylpyridin-3-yl)acetamide
m_275592____14114838____15844248____13186276,Z4473878692,C20H23N5O3,Achiral,381.428,92.72,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,I03,CCOCC(=O)NCC=1C=CC(CNC(=O)CN2N=NC=3C=CC=CC23)=CC1,"N-[(4-{[2-(1H-1,2,3-benzotriazol-1-yl)acetamido]methyl}phenyl)methyl]-2-ethoxyacetamide"
KUS-THE-322-16,Z4466167883,C20H24F2N6O2,Racemic or presumed racemic or meso,418.440,91.09,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,J03,NC(=O)C1CCN(CC1)C2=NN=C(C3CCC(=O)N3)N2CCC=4C=C(F)C=C(F)C4,"1-{4-[2-(3,5-difluorophenyl)ethyl]-5-(5-oxopyrrolidin-2-yl)-4H-1,2,4-triazol-3-yl}piperidine-4-carboxamide"
EDJ-MED-c9f55a56-1,Z4497196444,C12H14N4O,Achiral,230.265,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,K03,CC=1C=C(CC(=O)NC=2C=NC=CC2C)NN1,2-(3-methyl-1H-pyrazol-5-yl)-N-(4-methylpyridin-3-yl)acetamide
KUS-THE-322-14,Z4466167866,C22H29FN6O2,Diastereomeric mixture,428.503,91.12,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,L03,CC(C)(CN1C(=NN=C1N2CCCC(C2)C(=O)N)C3CCC(=O)N3)C=4C=CC=CC4F,"1-{4-[2-(2-fluorophenyl)-2-methylpropyl]-5-(5-oxopyrrolidin-2-yl)-4H-1,2,4-triazol-3-yl}piperidine-3-carboxamide"
BEN-DND-7e92b6ca-14,Z30620763,C20H18FN3O2,Achiral,351.374,98.75,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-04,M03,OC=1C=C(C(=O)N2CCN(CC2)C=3C=CC(F)=CC3)C=4C=CC=CC4N1,4-[4-(4-fluorophenyl)piperazine-1-carbonyl]quinolin-2-ol
