shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID
ALP-POS-79636100-2,Z4742201319,C18H16ClN3O3,Racemic or presumed racemic or meso,357.790,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_A,COC=1C=CC=2C(N)=NN(C(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,"1-(6-chloro-3,4-dihydro-2H-1-benzopyran-4-carbonyl)-6-methoxy-1H-indazol-3-amine",H2681603
ALP-POS-e2fddb0f-2,Z4708560410,C17H13ClFN3O2,Racemic or presumed racemic or meso,345.755,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_B,NC1=NN(C(=O)C2CCOC=3C=CC(Cl)=CC23)C=4C=C(F)C=CC14,"1-(6-chloro-3,4-dihydro-2H-1-benzopyran-4-carbonyl)-6-fluoro-1H-indazol-3-amine",H2688268
rel-EDJ-MED-e4b030d8-13,Z4647468797,C20H17ClN2O2,Single enantiomer,352.814,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_C,"C[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-4-methyl-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2684671
rel-MAT-POS-8e4737f4-1,Z4647468799,C20H17ClN2O2,Single enantiomer,352.814,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_D,"C[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-4-methyl-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2684670
EDJ-MED-c8e7a002-3,Z4661830656,C16H14ClN3O2,Achiral,315.754,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_E,COC=1C=CC2=C(NC(=O)CC=3C=CC=C(Cl)C3)NN=C2C1,2-(3-chlorophenyl)-N-(6-methoxy-2H-indazol-3-yl)acetamide,H2688270
EDJ-MED-c8e7a002-9,Z1098707552,C15H11ClFN3O,Achiral,303.718,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_F,FC=1C=CC=2NN=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,2-(3-chlorophenyl)-N-(5-fluoro-1H-indazol-3-yl)acetamide,H2681613
ALP-POS-cd485364-1,Z4703907603,C15H11ClFN3O,Achiral,303.718,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_G,NC1=NN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC(F)=CC13,1-(3-amino-5-fluoro-1H-indazol-1-yl)-2-(3-chlorophenyl)ethan-1-one,H2681614
MAT-POS-53907a1c-1,Z4669293896,C16H14ClN3O2,Achiral,315.754,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_H,COC=1C=CC=2C(N)=NN(C(=O)CC=3C=CC=C(Cl)C3)C2C1,1-(3-amino-6-methoxy-1H-indazol-1-yl)-2-(3-chlorophenyl)ethan-1-one,H2688271
EDJ-MED-c8e7a002-11,Z995074386,C15H12ClN3O,Achiral,285.728,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_I,ClC=1C=CC=C(CC(=O)NC2=NNC=3C=CC=CC23)C1,2-(3-chlorophenyl)-N-(1H-indazol-3-yl)acetamide,H2681629
MAT-POS-0c8fa4a7-3,Z4670228997,C15H12ClN3O,Achiral,285.728,97.32,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-25,03_J,NC1=NN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC=CC13,1-(3-amino-1H-indazol-1-yl)-2-(3-chlorophenyl)ethan-1-one,H2681630
