shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
LEE-CAM-7ab9b158-3,Z4898404661,C25H22ClN5O4,Racemic or presumed racemic or meso,491.926,100,COVID-19,,,0,4,100,1181202-Y4-45,A05,ClC=1C=CC=2OCCC(COCC(=O)NC3=NC=CN3)(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-4-({[(1H-imidazol-2-yl)carbamoyl]methoxy}methyl)-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3081351,
EDJ-MED-cf4b0d25-5,Z4949474109,C23H23ClN4O4,Racemic or presumed racemic or meso,454.906,100,COVID-19,,,0,4,100,1181202-Y4-45,B05,CN(C)C(=O)COCC(=O)NC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC=C(Cl)C3,2-(3-chlorophenyl)-2-{2-[(dimethylcarbamoyl)methoxy]acetamido}-N-(isoquinolin-4-yl)acetamide,H3057282,
MAT-POS-4223bc15-30,Z4973388952,C22H18ClN5O3S,Racemic or presumed racemic or meso,467.928,100,COVID-19,,,0,4,100,1181202-Y4-45,C05,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5=NC=CN5,"6-chloro-2-(1H-imidazole-2-sulfonyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3071926,
MAT-POS-4223bc15-3,Z4973388869,C22H20ClN3O3S,Racemic or presumed racemic or meso,441.930,100,COVID-19,,,0,4,100,1181202-Y4-45,D05,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CC5,"6-chloro-2-(cyclopropanesulfonyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3072582,
MAT-POS-4223bc15-2,Z4973388857,C21H21ClN4O3S,Racemic or presumed racemic or meso,444.934,97.35,COVID-19,,,0,4,100,1181202-Y4-45,E05,CN(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-2-(dimethylsulfamoyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3071925,
RAL-THA-6e4c80cf-1,Z4973466376,C21H18ClN3O3,Racemic or presumed racemic or meso,395.838,100,COVID-19,,,0,4,100,1181202-Y4-45,F05,COC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"methyl 6-chloro-4-[(isoquinolin-4-yl)carbamoyl]-1,2,3,4-tetrahydroisoquinoline-2-carboxylate",H3070122,
MAT-POS-4223bc15-18,Z4973466381,C22H21ClN4O2,Racemic or presumed racemic or meso,408.880,98.23,COVID-19,,,0,4,100,1181202-Y4-45,G05,CN(C)C(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N4-(isoquinolin-4-yl)-N2,N2-dimethyl-1,2,3,4-tetrahydroisoquinoline-2,4-dicarboxamide",H3070124,
KAD-UNI-cb0f2bbc-20,Z4984330293,C29H31ClN6O2,Diastereomeric mixture,531.048,96.6,COVID-19,,,0,4,100,1181202-Y4-45,H05,CN1C=C(C=N1)N2CCC(CNCC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56)C2,"6-chloro-N-(isoquinolin-4-yl)-4-[({[1-(1-methyl-1H-pyrazol-4-yl)pyrrolidin-3-yl]methyl}amino)methyl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3072690,
KAD-UNI-b13decd3-6,Z4984330284,C29H30ClN5O3,Racemic or presumed racemic or meso,532.033,97.04,COVID-19,,,0,4,100,1181202-Y4-45,I05,CN(CCO)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CN1,"6-chloro-4-{[({6-[(2-hydroxyethyl)(methyl)amino]pyridin-3-yl}methyl)amino]methyl}-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3072537,
JIN-POS-6dc588a4-24,Z4951847512,C18H12ClN3O,Achiral,321.760,98.56,COVID-19,,,0,4,100,1181202-Y4-45,J05,ClC=1C=CC=C(CC(=O)NC=2C=NC(C#N)=C3C=CC=CC23)C1,2-(3-chlorophenyl)-N-(1-cyanoisoquinolin-4-yl)acetamide,H3085265,
