shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
AAR-POS-d2a4d1df-28,AAR-POS-d2a4d1df-28,C12H14ClN3O3,,283.710,91,C21699472,,,0,40,20,1333027-Y40-01,A03,[O-][N+](=O)C=1C=CC=CC1N2CCN(CC2)C(=O)CCl,2-chloro-1-[4-(2-nitrophenyl)piperazin-1-yl]ethan-1-one,,
AAR-POS-0daf6b7e-14,AAR-POS-0daf6b7e-14,C17H16ClNO,,285.768,95,C21699472,,,0,40,20,1333027-Y40-01,B03,ClCC(=O)N1CC(C=2C=CC=CC2)C=3C=CC=CC3C1,2-chloro-1-(4-phenyl-1.2.3.4-tetrahydroisoquinolin-2-yl)ethan-1-one,,
Z1545313172,Z1545313172,C12H14N2O3,,234.251,95,C21699472,,,0,40,20,1333027-Y40-01,C03,NC(=O)C=1C=CC(NC(=O)[C@@H]2CCCO2)=CC1,(2S)-N-(4-carbamoylphenyl)oxolane-2-carboxamide,,
Z111507846,Z111507846,C14H21N3O,,247.336,95,C21699472,,,0,40,20,1333027-Y40-01,D03,O=C(NCCC=1C=CN=CC1)NC2CCCCC2,1-cyclohexyl-3-[2-(pyridin-4-yl)ethyl]urea,,
Z31792168,Z31792168,C13H18N2O,,218.294,95,C21699472,,,0,40,20,1333027-Y40-01,E03,O=C(CC1CCCCC1)NC=2C=CC=NC2,2-cyclohexyl-N-(pyridin-3-yl)acetamide,,
Z2527301677,Z2527301677,C10H12N4,,188.229,95,C21699472,,,0,40,20,1333027-Y40-01,F03,CC(N)C1=CN(N=N1)C=2C=CC=CC2,1-(1-phenyl-1H-1.2.3-triazol-4-yl)ethan-1-amine,,
LON-WEI-8f408cad-7,LON-WEI-8f408cad-7,C11H16Cl2N2OS,,295.228,92,C21699472,hydrogen chloride,1,36.46,40,20,1333027-Y40-01,G03,Cl.ClCC(=O)N1CCN(CC=2C=CSC2)CC1,2-chloro-1-{4-[(thiophen-3-yl)methyl]piperazin-1-yl}ethan-1-one hydrochloride,,
Z33545544,Z33545544,C13H17N3O2,,247.292,95,C21699472,,,0,40,20,1333027-Y40-01,H03,NC(=O)C1CCN(CC1)C(=O)NC=2C=CC=CC2,N1-phenylpiperidine-1.4-dicarboxamide,,
Z2856434890,Z2856434890,C12H17N3O,,219.282,95,C21699472,,,0,40,20,1333027-Y40-01,I03,CN1CCN(CC1)C(=O)NC=2C=CC=CC2,4-methyl-N-phenylpiperazine-1-carboxamide,,
Z2643472210,Z2643472210,C10H15N3O2,,209.245,95,C21699472,,,0,40,20,1333027-Y40-01,J03,CN1C=CC(=N1)C(=O)NC[C@@H]2CCCO2,1-methyl-N-{[(2S)-oxolan-2-yl]methyl}-1H-pyrazole-3-carboxamide,,
AAR-POS-d2a4d1df-29,AAR-POS-d2a4d1df-29,C11H13ClN2O3,,256.685,90,C21699472,,,0,40,20,1333027-Y40-01,K03,ClCC(=O)N1CCN(CC1)C(=O)C2=CC=CO2,2-chloro-1-[4-(furan-2-carbonyl)piperazin-1-yl]ethan-1-one,,
PCM-0102239,PCM-0102239,C13H14ClF3N2O,,306.711,93,C21699472,,,0,40,20,1333027-Y40-01,L03,FC(F)(F)C=1C=CC=C(C1)N2CCN(CC2)C(=O)CCl,2-chloro-1-{4-[3-(trifluoromethyl)phenyl]piperazin-1-yl}ethan-1-one,,
Z2217052426,Z2217052426,C13H19NO,,205.296,95,C21699472,,,0,40,20,1333027-Y40-01,M03,CC1C(O)CCCN1CC=2C=CC=CC2,1-benzyl-2-methylpiperidin-3-ol,,
AAR-POS-d2a4d1df-27,AAR-POS-d2a4d1df-27,C13H17ClN2O3S,,316.803,95,C21699472,,,0,40,20,1333027-Y40-01,N03,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,2-chloro-1-[4-(4-methylbenzenesulfonyl)piperazin-1-yl]ethan-1-one,,
AAR-POS-0daf6b7e-5,AAR-POS-0daf6b7e-5,C14H17ClN2O2,,280.749,94,C21699472,,,0,40,20,1333027-Y40-01,O03,ClCC(=O)N1CCC(CC1)NC(=O)C=2C=CC=CC2,N-[1-(2-chloroacetyl)piperidin-4-yl]benzamide,,
AAR-POS-d2a4d1df-37,AAR-POS-d2a4d1df-37,C13H14ClN3O3S,,327.786,95,C21699472,,,0,40,20,1333027-Y40-01,P03,ClCC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC=CC2C#N,2-{[4-(2-chloroacetyl)piperazin-1-yl]sulfonyl}benzonitrile,,
AAR-POS-0daf6b7e-10,AAR-POS-0daf6b7e-10,C10H11Cl2NO,,232.106,95,C21699472,,,0,40,20,1333027-Y40-01,A04,CC(NC(=O)CCl)C=1C=CC=C(Cl)C1,2-chloro-N-[1-(3-chlorophenyl)ethyl]acetamide,,
WAR-XCH-79d12f6e-6,WAR-XCH-79d12f6e-6,C14H19ClN2O3S,,330.830,95,C21699472,,,0,40,20,1333027-Y40-01,B04,CC=1C=CC(C)=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,2-chloro-1-[4-(2.5-dimethylbenzenesulfonyl)piperazin-1-yl]ethan-1-one,,
AAR-POS-0daf6b7e-4,AAR-POS-0daf6b7e-4,C10H10Cl2N2O2S,,293.169,95,C21699472,hydrogen chloride,1,36.46,40,20,1333027-Y40-01,C04,Cl.COC=1C=CC=C2SC(NC(=O)CCl)=NC12,2-chloro-N-(4-methoxy-1.3-benzothiazol-2-yl)acetamide hydrochloride,,
NCL-00023827,NCL-00023827,C8H6BrNO,,212.043,95,C21699472,,,0,40,20,1333027-Y40-01,D04,BrC=1C=CC=2CC(=O)NC2C1,6-bromo-2.3-dihydro-1H-indol-2-one,,
PCM-0102905,PCM-0102905,C12H15Cl2FN2O,,293.164,95,C21699472,hydrogen chloride,1,36.46,40,20,1333027-Y40-01,E04,Cl.FC=1C=CC(=CC1)N2CCN(CC2)C(=O)CCl,2-chloro-1-[4-(4-fluorophenyl)piperazin-1-yl]ethan-1-one hydrochloride,,
