SMILES,CID,Comments,,,,
NC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,MAT-POS-a2421bb6-1,From EN300-7492555,,,,
CNC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,MAT-POS-a2421bb6-2,From EN300-7492555,,,,
NCc1cc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2s1,MAT-POS-a2421bb6-3,Perhaps can just reduce amide we are already making?,,,,
Cn1ncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C(F)F,MAT-POS-a2421bb6-4,From EN300-119337,,,,
C(C(O)=O)1C=CC(Cl)=CC=1CC(O)=O or C1=CC(Cl)=CC2CC(=O)OC(=O)C1=2,Intermediate,See https://pubs.acs.org/doi/10.1021/co4001277 and https://www.sciencedirect.com/science/article/abs/pii/S0040403918306919,,,,
O=C1CN(C(=O)Cc2cccc(Cl)c2)Cc2ccccc21,EDJ-MED-c292668a-1,From EN300-75911,,,,
O=C1Cc2ccccc2N(C(=O)Cc2cccc(Cl)c2)C1,ROB-CAM-6936528f-1,From EN300-114698,,,,
O=C(Nc1cnc2ccccn12)C1CCOc2ccc(Cl)cc21,MAT-POS-51833a24-1,EN300-156265,,,,
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-827e7cb4-1,,,,,
CNS(=O)(=O)N1CC(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)c2cc(Cl)ccc2C1=O,EDJ-MED-827e7cb4-2,,,,,
CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)c2cc(Cl)ccc2C1=O,EDJ-MED-ce467fd5-1,,,,,
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4c(F)cc(F)cc43)c2c1,EDJ-MED-827e7cb4-4,,,,,
CCC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,EDJ-MED-827e7cb4-6,,,,,
O=C1NCC(C(=O)Nc2cnc3ccccn23)c2cc(Cl)ccc21,EDJ-MED-827e7cb4-7,,,,,
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CCC4)C(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-827e7cb4-9,,,,,
CC1NC(=O)c2ccc(Cl)cc2C1C(=O)Nc1cncc2ccc(S(C)(=O)=O)cc12,MAT-POS-edabd372-1,,,,,
CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,MAT-POS-edabd372-2,,,,,
