shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
MAT-POS-b3e365b9-4,Z4655841289,C16H15ClN2O2,Single known enantiomer,302.755,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_A,"CC=1C=CN=CC1NC(=O)[C@@H]2CCOC=3C=CC(Cl)=CC23 |o1:10,r|","rel-(4R)-6-chloro-N-(4-methylpyridin-3-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
MAT-POS-b3e365b9-3,Z4655841051,C16H15ClN2O2,Single known enantiomer,302.755,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_B,"CC=1C=CN=CC1NC(=O)[C@H]2CCOC=3C=CC(Cl)=CC23 |o1:10,r|","rel-(4R)-6-chloro-N-(4-methylpyridin-3-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
PET-UNK-3c72d439-1,Z4655756147,C16H12ClN3O,Achiral,297.738,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_C,ClC=1C=CN=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,2-(4-chloropyridin-2-yl)-N-(isoquinolin-4-yl)acetamide
ERI-UCB-a0b0dbcb-11,Z4655756146,C22H23N3O3,Achiral,377.436,92.13,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_D,COC=1C=CC=C(CN2CCN(CC2)C(=O)C3=CC(=O)NC=4C=CC=CC34)C1,"4-{4-[(3-methoxyphenyl)methyl]piperazine-1-carbonyl}-1,2-dihydroquinolin-2-one"
MAR-UCB-f313ec4d-6,Z734622964,C20H19N3O,Achiral,317.384,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_E,O=C(N1CCN(CC1)C=2C=CC=CC2)C=3C=NC=C4C=CC=CC34,4-(4-phenylpiperazine-1-carbonyl)isoquinoline
MAR-UCB-f313ec4d-2,Z735046506,C19H18N2O3,Achiral,322.357,86.56,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_F,COC=1C=CC=CC1OCCNC(=O)C=2C=NC=C3C=CC=CC23,N-[2-(2-methoxyphenoxy)ethyl]isoquinoline-4-carboxamide
ALP-POS-a3de0cb1-12,Z4618924279,C26H25ClN4O2,Racemic or presumed racemic or meso,460.955,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_G,ClC=1C=CC=C(CC(C(=O)NN2C=NC=3C=CC=CC23)C=4C=CC(=CC4)N5CCOCC5)C1,"N-(1H-1,3-benzodiazol-1-yl)-3-(3-chlorophenyl)-2-[4-(morpholin-4-yl)phenyl]propanamide"
MAT-POS-173a45da-1,Z4654068035,C25H27ClN2O,Achiral,406.947,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_H,ClC=1C=CC=C(C1)N(CCC2CCCCC2)C(=O)CC=3C=NC=C4C=CC=CC34,N-(3-chlorophenyl)-N-(2-cyclohexylethyl)-2-(isoquinolin-4-yl)acetamide
ALP-POS-ddb41b15-1,Z4661216507,C24H18ClN3O3,Racemic or presumed racemic or meso,431.871,91,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_I,CC=1C=CN=CC1NC(=O)C(C(=O)C2=CC(=O)NC=3C=CC=CC23)C=4C=CC=C(Cl)C4,"2-(3-chlorophenyl)-N-(4-methylpyridin-3-yl)-3-oxo-3-(2-oxo-1,2-dihydroquinolin-4-yl)propanamide"
ALP-POS-7c842ab8-1,Z4657502918,C24H27N7O,Achiral,429.517,95.19,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_J,CN1C=C(CN(C(=O)CN2N=NC=3C=CC=CC23)C=4C=CC(=CC4)N5CCCCC5)C=N1,"2-(1H-1,2,3-benzotriazol-1-yl)-N-[(1-methyl-1H-pyrazol-4-yl)methyl]-N-[4-(piperidin-1-yl)phenyl]acetamide"
MAT-POS-9ff17035-3,Z4606129269,C22H16ClN3O2,Achiral,389.834,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_K,ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(OC=4C=CC=NC4)C1,2-[3-chloro-5-(pyridin-3-yloxy)phenyl]-N-(isoquinolin-4-yl)acetamide
MAT-POS-044491d2-2,Z4609618439,C19H20ClF2N3O2,Racemic or presumed racemic or meso,395.830,93.03,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_L,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NC3CCC(F)(F)C3O)C2,"2-{3-chloro-5-[(3,3-difluoro-2-hydroxycyclopentyl)amino]phenyl}-N-(4-methylpyridin-3-yl)acetamide"
PET-UNK-c9c1e0d8-4,Z4598700239,C19H15ClN2O,Racemic or presumed racemic or meso,322.788,98.22,200415-FTE / COVID-19,,,0,40,20,1181202-Y40-22,03_M,ClC=1C=CC=C(C1)C2CCN(C2=O)C=3C=NC=C4C=CC=CC34,3-(3-chlorophenyl)-1-(isoquinolin-4-yl)pyrrolidin-2-one
